t,G,I,B,Te,Treg
4.25,-778.3905,2863.8509,0.2634,11.2834,999.7589
4.26,-781.2465,2863.8225,0.2435,11.2586,999.7509
4.2700000000000005,-784.1025,2863.7941,0.2249,11.2338,999.7430
4.28,-786.9583,2863.7657,0.2078,11.2092,999.7350
4.29,-789.8142,2863.7372,0.1919,11.1848,999.7271
4.3,-792.6700,2863.7088,0.1773,11.1604,999.7191
4.3100000000000005,-795.5257,2863.6803,0.1637,11.1362,999.7111
4.32,-798.3814,2863.6518,0.1512,11.1121,999.7032
4.33,-801.2370,2863.6233,0.1396,11.0881,999.6952
4.34,-804.0925,2863.5948,0.1289,11.0643,999.6872
4.3500000000000005,-806.9480,2863.5663,0.1190,11.0406,999.6792
4.36,-809.8034,2863.5378,0.1098,11.0169,999.6712
4.37,-812.6588,2863.5093,0.1012,10.9935,999.6632
4.38,-815.5142,2863.4807,0.0932,10.9701,999.6552
4.39,-818.3694,2863.4522,0.0858,10.9468,999.6472
4.4,-821.2246,2863.4236,0.0790,10.9237,999.6392
4.41,-824.0798,2863.3951,0.0727,10.9007,999.6312
4.42,-826.9349,2863.3665,0.0669,10.8778,999.6232
4.43,-829.7899,2863.3379,0.0616,10.8550,999.6152
4.44,-832.6449,2863.3094,0.0566,10.8323,999.6071
4.45,-835.4998,2863.2808,0.0521,10.8097,999.5991
4.46,-838.3547,2863.2522,0.0479,10.7873,999.5911
4.47,-841.2095,2863.2236,0.0441,10.7650,999.5830
4.48,-844.0643,2863.1950,0.0406,10.7427,999.5750
4.49,-846.9190,2863.1664,0.0373,10.7206,999.5670
4.5,-849.7736,2863.1378,0.0342,10.6986,999.5589
4.51,-852.6282,2863.1092,0.0314,10.6767,999.5509
4.5200000000000005,-855.4827,2863.0806,0.0288,10.6549,999.5428
4.53,-858.3372,2863.0520,0.0264,10.6333,999.5347
4.54,-861.1916,2863.0234,0.0242,10.6117,999.5267
4.55,-864.0459,2862.9948,0.0222,10.5902,999.5186
4.5600000000000005,-866.9002,2862.9662,0.0204,10.5689,999.5105
4.57,-869.7545,2862.9376,0.0187,10.5476,999.5025
4.58,-872.6086,2862.9090,0.0171,10.5265,999.4944
4.59,-875.4628,2862.8804,0.0157,10.5054,999.4863
4.6000000000000005,-878.3168,2862.8518,0.0144,10.4845,999.4782
4.61,-881.1708,2862.8231,0.0132,10.4636,999.4701
4.62,-884.0248,2862.7945,0.0121,10.4429,999.4620
4.63,-886.8787,2862.7659,0.0110,10.4223,999.4539
4.64,-889.7325,2862.7373,0.0101,10.4017,999.4458
4.65,-892.5863,2862.7087,0.0092,10.3813,999.4377
4.66,-895.4400,2862.6801,0.0084,10.3610,999.4296
4.67,-898.2937,2862.6514,0.0077,10.3407,999.4215
4.68,-901.1473,2862.6228,0.0070,10.3206,999.4134
4.69,-904.0009,2862.5942,0.0064,10.3005,999.4053
4.7,-906.8544,2862.5656,0.0059,10.2806,999.3972
4.71,-909.7078,2862.5370,0.0054,10.2607,999.3890
4.72,-912.5612,2862.5083,0.0049,10.2410,999.3809
4.73,-915.4145,2862.4797,0.0045,10.2213,999.3728
4.74,-918.2678,2862.4511,0.0041,10.2018,999.3646
4.75,-921.1210,2862.4225,0.0037,10.1823,999.3565
4.76,-923.9741,2862.3939,0.0034,10.1629,999.3484
4.7700000000000005,-926.8272,2862.3652,0.0031,10.1436,999.3402
4.78,-929.6803,2862.3366,0.0028,10.1244,999.3321
4.79,-932.5332,2862.3080,0.0026,10.1053,999.3239
4.8,-935.3862,2862.2794,0.0023,10.0863,999.3158
4.8100000000000005,-938.2390,2862.2508,0.0021,10.0674,999.3076
4.82,-941.0919,2862.2221,0.0019,10.0486,999.2994
4.83,-943.9446,2862.1935,0.0018,10.0298,999.2913
4.84,-946.7973,2862.1649,0.0016,10.0112,999.2831
4.8500000000000005,-949.6499,2862.1363,0.0015,9.9926,999.2749
4.86,-952.5025,2862.1077,0.0013,9.9741,999.2667
4.87,-955.3550,2862.0790,0.0012,9.9557,999.2586
4.88,-958.2075,2862.0504,0.0011,9.9374,999.2504
4.89,-961.0599,2862.0218,0.0010,9.9192,999.2422
4.9,-963.9123,2861.9932,0.0009,9.9011,999.2340
4.91,-966.7646,2861.9646,0.0008,9.8830,999.2258
4.92,-969.6168,2861.9359,0.0007,9.8651,999.2176
4.93,-972.4690,2861.9073,0.0007,9.8472,999.2094
4.94,-975.3211,2861.8787,0.0006,9.8294,999.2012
4.95,-978.1732,2861.8501,0.0006,9.8117,999.1930
4.96,-981.0252,2861.8215,0.0005,9.7941,999.1848
4.97,-983.8771,2861.7929,0.0005,9.7765,999.1766
4.98,-986.7290,2861.7642,0.0004,9.7590,999.1684
4.99,-989.5809,2861.7356,0.0004,9.7417,999.1602
5.0,-992.4327,2861.7070,0.0003,9.7244,999.1519
5.01,-995.2844,2861.6784,0.0003,9.7071,999.1437
5.0200000000000005,-998.1360,2861.6498,0.0003,9.6900,999.1355
5.03,-1000.9877,2861.6212,0.0003,9.6729,999.1273
5.04,-1003.8392,2861.5925,0.0002,9.6559,999.1190
5.05,-1006.6907,2861.5639,0.0002,9.6390,999.1108
5.0600000000000005,-1009.5421,2861.5353,0.0002,9.6222,999.1026
5.07,-1012.3935,2861.5067,0.0002,9.6055,999.0943
5.08,-1015.2448,2861.4781,0.0002,9.5888,999.0861
5.09,-1018.0961,2861.4495,0.0001,9.5722,999.0778
5.1000000000000005,-1020.9473,2861.4208,0.0001,9.5557,999.0696
5.11,-1023.7985,2861.3922,0.0001,9.5392,999.0613
5.12,-1026.6496,2861.3636,0.0001,9.5228,999.0531
5.13,-1029.5006,2861.3350,0.0001,9.5065,999.0448
5.14,-1032.3516,2861.3064,0.0001,9.4903,999.0365
5.15,-1035.2025,2861.2778,0.0001,9.4742,999.0283
5.16,-1038.0534,2861.2492,0.0001,9.4581,999.0200
5.17,-1040.9042,2861.2206,0.0001,9.4421,999.0117
5.18,-1043.7549,2861.1919,0.0001,9.4262,999.0035
5.19,-1046.6056,2861.1633,0.0000,9.4103,998.9952
5.2,-1049.4563,2861.1347,0.0000,9.3945,998.9869
5.21,-1052.3069,2861.1061,0.0000,9.3788,998.9786
5.22,-1055.1574,2861.0775,0.0000,9.3632,998.9703
5.23,-1058.0079,2861.0489,0.0000,9.3476,998.9621
5.24,-1060.8583,2861.0203,0.0000,9.3321,998.9538
5.25,-1063.7086,2860.9917,0.0000,9.3167,998.9455
5.26,-1066.5589,2860.9631,0.0000,9.3013,998.9372
5.2700000000000005,-1069.4092,2860.9344,0.0000,9.2860,998.9289
5.28,-1072.2593,2860.9058,0.0000,9.2708,998.9206
5.29,-1075.1095,2860.8772,0.0000,9.2557,998.9123
5.3,-1077.9595,2860.8486,0.0000,9.2406,998.9040
5.3100000000000005,-1080.8095,2860.8200,0.0000,9.2255,998.8957
5.32,-1083.6595,2860.7914,0.0000,9.2106,998.8873
5.33,-1086.5094,2860.7628,0.0000,9.1957,998.8790
5.34,-1089.3592,2860.7342,0.0000,9.1809,998.8707
5.3500000000000005,-1092.2090,2860.7056,0.0000,9.1661,998.8624
5.36,-1095.0587,2860.6770,0.0000,9.1515,998.8541
5.37,-1097.9084,2860.6484,0.0000,9.1368,998.8458
5.38,-1100.7580,2860.6198,0.0000,9.1223,998.8374
5.39,-1103.6076,2860.5912,0.0000,9.1078,998.8291
5.4,-1106.4571,2860.5626,0.0000,9.0934,998.8208
5.41,-1109.3065,2860.5339,0.0000,9.0790,998.8124
5.42,-1112.1559,2860.5053,0.0000,9.0647,998.8041
5.43,-1115.0052,2860.4767,0.0000,9.0505,998.7958
5.44,-1117.8545,2860.4481,0.0000,9.0363,998.7874
5.45,-1120.7037,2860.4195,0.0000,9.0222,998.7791
5.46,-1123.5528,2860.3909,0.0000,9.0082,998.7707
5.47,-1126.4019,2860.3623,0.0000,8.9942,998.7624
5.48,-1129.2510,2860.3337,0.0000,8.9802,998.7540
5.49,-1132.1000,2860.3051,0.0000,8.9664,998.7457
5.5,-1134.9489,2860.2765,0.0000,8.9526,998.7373
5.51,-1137.7978,2860.2479,0.0000,8.9388,998.7290
5.5200000000000005,-1140.6466,2860.2193,0.0000,8.9252,998.7206
5.53,-1143.4953,2860.1907,0.0000,8.9116,998.7122
5.54,-1146.3440,2860.1621,0.0000,8.8980,998.7039
5.55,-1149.1927,2860.1335,0.0000,8.8845,998.6955
5.5600000000000005,-1152.0412,2860.1049,0.0000,8.8711,998.6871
5.57,-1154.8898,2860.0763,0.0000,8.8577,998.6787
5.58,-1157.7382,2860.0477,0.0000,8.8444,998.6704
5.59,-1160.5866,2860.0191,0.0000,8.8311,998.6620
5.6000000000000005,-1163.4350,2859.9905,0.0000,8.8179,998.6536
5.61,-1166.2833,2859.9619,0.0000,8.8047,998.6452
5.62,-1169.1315,2859.9333,0.0000,8.7916,998.6368
5.63,-1171.9797,2859.9047,0.0000,8.7786,998.6285
5.64,-1174.8279,2859.8761,0.0000,8.7656,998.6201
5.65,-1177.6759,2859.8475,0.0000,8.7527,998.6117
5.66,-1180.5239,2859.8189,0.0000,8.7399,998.6033
5.67,-1183.3719,2859.7903,0.0000,8.7270,998.5949
5.68,-1186.2198,2859.7617,0.0000,8.7143,998.5865
5.69,-1189.0676,2859.7331,0.0000,8.7016,998.5781
5.7,-1191.9154,2859.7045,0.0000,8.6890,998.5697
5.71,-1194.7631,2859.6759,0.0000,8.6764,998.5613
5.72,-1197.6108,2859.6473,0.0000,8.6638,998.5529
5.73,-1200.4584,2859.6187,0.0000,8.6514,998.5445
5.74,-1203.3060,2859.5901,0.0000,8.6389,998.5361
5.75,-1206.1535,2859.5615,0.0000,8.6266,998.5276
5.76,-1209.0009,2859.5329,0.0000,8.6142,998.5192
5.7700000000000005,-1211.8483,2859.5043,0.0000,8.6020,998.5108
5.78,-1214.6956,2859.4757,0.0000,8.5898,998.5024
5.79,-1217.5429,2859.4471,0.0000,8.5776,998.4940
5.8,-1220.3901,2859.4186,-0.0000,8.5655,998.4855
5.8100000000000005,-1223.2373,2859.3900,-0.0000,8.5535,998.4771
5.82,-1226.0844,2859.3614,-0.0000,8.5415,998.4687
5.83,-1228.9314,2859.3328,-0.0000,8.5295,998.4603
5.84,-1231.7784,2859.3042,-0.0000,8.5176,998.4518
5.8500000000000005,-1234.6253,2859.2756,-0.0000,8.5058,998.4434
5.86,-1237.4722,2859.2470,-0.0000,8.4940,998.4350
5.87,-1240.3190,2859.2184,-0.0000,8.4822,998.4265
5.88,-1243.1658,2859.1898,-0.0000,8.4705,998.4181
5.89,-1246.0125,2859.1612,-0.0000,8.4589,998.4096
5.9,-1248.8591,2859.1326,-0.0000,8.4473,998.4012
5.91,-1251.7057,2859.1040,-0.0000,8.4357,998.3927
5.92,-1254.5522,2859.0754,-0.0000,8.4242,998.3843
5.93,-1257.3987,2859.0469,-0.0000,8.4128,998.3758
5.94,-1260.2451,2859.0183,-0.0000,8.4014,998.3674
5.95,-1263.0915,2858.9897,0.0000,8.3901,998.3589
5.96,-1265.9378,2858.9611,0.0000,8.3788,998.3505
5.97,-1268.7840,2858.9325,0.0000,8.3675,998.3420
5.98,-1271.6302,2858.9039,0.0000,8.3563,998.3336
5.99,-1274.4763,2858.8753,0.0000,8.3451,998.3251
6.0,-1277.3224,2858.8467,0.0000,8.3340,998.3166
6.01,-1280.1684,2858.8181,0.0000,8.3230,998.3082
6.0200000000000005,-1283.0144,2858.7896,0.0000,8.3120,998.2997
6.03,-1285.8603,2858.7610,0.0000,8.3010,998.2912
6.04,-1288.7061,2858.7324,0.0000,8.2901,998.2827
6.05,-1291.5519,2858.7038,0.0000,8.2792,998.2743
6.0600000000000005,-1294.3976,2858.6752,0.0000,8.2684,998.2658
6.07,-1297.2433,2858.6466,0.0000,8.2576,998.2573
6.08,-1300.0889,2858.6180,0.0000,8.2468,998.2488
6.09,-1302.9345,2858.5894,-0.0000,8.2362,998.2404
6.1000000000000005,-1305.7800,2858.5609,-0.0000,8.2255,998.2319
6.11,-1308.6254,2858.5323,-0.0000,8.2149,998.2234
6.12,-1311.4708,2858.5037,-0.0000,8.2043,998.2149
6.13,-1314.3161,2858.4751,-0.0000,8.1938,998.2064
6.140000000000001,-1317.1614,2858.4465,-0.0000,8.1834,998.1979
6.15,-1320.0066,2858.4179,-0.0000,8.1729,998.1894
6.16,-1322.8518,2858.3893,-0.0000,8.1626,998.1809
6.17,-1325.6969,2858.3608,-0.0000,8.1522,998.1724
6.18,-1328.5419,2858.3322,-0.0000,8.1419,998.1639
6.19,-1331.3869,2858.3036,-0.0000,8.1317,998.1554
6.2,-1334.2319,2858.2750,-0.0000,8.1215,998.1469
6.21,-1337.0767,2858.2464,-0.0000,8.1113,998.1384
6.22,-1339.9215,2858.2179,0.0000,8.1012,998.1299
6.23,-1342.7663,2858.1893,0.0000,8.0911,998.1214
6.24,-1345.6110,2858.1607,0.0000,8.0811,998.1129
6.25,-1348.4557,2858.1321,0.0000,8.0711,998.1044
6.26,-1351.3002,2858.1035,0.0000,8.0612,998.0959
6.2700000000000005,-1354.1448,2858.0749,0.0000,8.0513,998.0874
6.28,-1356.9893,2858.0464,0.0000,8.0414,998.0789
6.29,-1359.8337,2858.0178,0.0000,8.0316,998.0704
6.3,-1362.6780,2857.9892,0.0000,8.0218,998.0618
6.3100000000000005,-1365.5223,2857.9606,0.0000,8.0121,998.0533
6.32,-1368.3666,2857.9320,0.0000,8.0024,998.0448
6.33,-1371.2108,2857.9035,0.0000,7.9927,998.0363
6.34,-1374.0549,2857.8749,0.0000,7.9831,998.0277
6.3500000000000005,-1376.8990,2857.8463,-0.0000,7.9735,998.0192
6.36,-1379.7430,2857.8177,-0.0000,7.9640,998.0107
6.37,-1382.5870,2857.7892,-0.0000,7.9545,998.0022
6.38,-1385.4309,2857.7606,-0.0000,7.9450,997.9936
6.390000000000001,-1388.2747,2857.7320,-0.0000,7.9356,997.9851
6.4,-1391.1185,2857.7034,-0.0000,7.9262,997.9766
6.41,-1393.9622,2857.6748,-0.0000,7.9169,997.9680
6.42,-1396.8059,2857.6463,-0.0000,7.9076,997.9595
6.43,-1399.6495,2857.6177,-0.0000,7.8983,997.9509
6.44,-1402.4931,2857.5891,-0.0000,7.8891,997.9424
6.45,-1405.3366,2857.5605,-0.0000,7.8799,997.9339
6.46,-1408.1800,2857.5320,-0.0000,7.8708,997.9253
6.47,-1411.0234,2857.5034,-0.0000,7.8617,997.9168
6.48,-1413.8668,2857.4748,-0.0000,7.8526,997.9082
6.49,-1416.7101,2857.4462,0.0000,7.8436,997.8997
6.5,-1419.5533,2857.4177,0.0000,7.8346,997.8911
6.51,-1422.3964,2857.3891,0.0000,7.8256,997.8826
6.5200000000000005,-1425.2395,2857.3605,0.0000,7.8167,997.8740
6.53,-1428.0826,2857.3319,0.0000,7.8079,997.8655
6.54,-1430.9256,2857.3034,0.0000,7.7990,997.8569
6.55,-1433.7685,2857.2748,0.0000,7.7902,997.8483
6.5600000000000005,-1436.6114,2857.2462,0.0000,7.7814,997.8398
6.57,-1439.4542,2857.2176,0.0000,7.7727,997.8312
6.58,-1442.2970,2857.1891,0.0000,7.7640,997.8227
6.59,-1445.1397,2857.1605,0.0000,7.7554,997.8141
6.6000000000000005,-1447.9823,2857.1319,0.0000,7.7467,997.8055
6.61,-1450.8249,2857.1034,0.0000,7.7382,997.7970
6.62,-1453.6675,2857.0748,0.0000,7.7296,997.7884
6.63,-1456.5100,2857.0462,0.0000,7.7211,997.7798
6.640000000000001,-1459.3524,2857.0177,-0.0000,7.7126,997.7712
6.65,-1462.1947,2856.9891,-0.0000,7.7042,997.7627
6.66,-1465.0371,2856.9605,-0.0000,7.6958,997.7541
6.67,-1467.8793,2856.9319,-0.0000,7.6874,997.7455
6.68,-1470.7215,2856.9034,-0.0000,7.6791,997.7369
6.69,-1473.5636,2856.8748,-0.0000,7.6708,997.7284
6.7,-1476.4057,2856.8462,0.0000,7.6625,997.7198
6.71,-1479.2477,2856.8177,0.0000,7.6543,997.7112
6.72,-1482.0897,2856.7891,0.0000,7.6461,997.7026
6.73,-1484.9316,2856.7605,0.0000,7.6379,997.6940
6.74,-1487.7735,2856.7320,0.0000,7.6298,997.6854
6.75,-1490.6153,2856.7034,0.0000,7.6217,997.6769
6.76,-1493.4570,2856.6748,0.0000,7.6136,997.6683
6.7700000000000005,-1496.2987,2856.6463,0.0000,7.6056,997.6597
6.78,-1499.1403,2856.6177,0.0000,7.5976,997.6511
6.79,-1501.9819,2856.5891,0.0000,7.5897,997.6425
6.8,-1504.8234,2856.5606,0.0000,7.5817,997.6339
6.8100000000000005,-1507.6648,2856.5320,0.0000,7.5738,997.6253
6.82,-1510.5062,2856.5034,0.0000,7.5660,997.6167
6.83,-1513.3476,2856.4749,-0.0000,7.5581,997.6081
6.84,-1516.1889,2856.4463,-0.0000,7.5504,997.5995
6.8500000000000005,-1519.0301,2856.4177,-0.0000,7.5426,997.5909
6.86,-1521.8713,2856.3892,-0.0000,7.5349,997.5823
6.87,-1524.7124,2856.3606,-0.0000,7.5272,997.5737
6.88,-1527.5534,2856.3320,-0.0000,7.5195,997.5651
6.890000000000001,-1530.3944,2856.3035,-0.0000,7.5119,997.5565
6.9,-1533.2354,2856.2749,0.0000,7.5043,997.5479
6.91,-1536.0762,2856.2464,0.0000,7.4967,997.5393
6.92,-1538.9171,2856.2178,0.0000,7.4892,997.5307
6.93,-1541.7578,2856.1892,0.0000,7.4817,997.5221
6.94,-1544.5986,2856.1607,0.0000,7.4742,997.5134
6.95,-1547.4392,2856.1321,0.0000,7.4668,997.5048
6.96,-1550.2798,2856.1036,0.0000,7.4594,997.4962
6.97,-1553.1204,2856.0750,0.0000,7.4520,997.4876
6.98,-1555.9608,2856.0464,0.0000,7.4446,997.4790
6.99,-1558.8013,2856.0179,0.0000,7.4373,997.4704
7.0,-1561.6416,2855.9893,-0.0000,7.4300,997.4617
7.01,-1564.4820,2855.9608,-0.0000,7.4228,997.4531
7.0200000000000005,-1567.3222,2855.9322,-0.0000,7.4156,997.4445
7.03,-1570.1624,2855.9036,-0.0000,7.4084,997.4359
7.04,-1573.0026,2855.8751,-0.0000,7.4012,997.4273
7.05,-1575.8426,2855.8465,-0.0000,7.3941,997.4186
7.0600000000000005,-1578.6827,2855.8180,-0.0000,7.3870,997.4100
7.07,-1581.5226,2855.7894,-0.0000,7.3799,997.4014
7.08,-1584.3626,2855.7608,-0.0000,7.3729,997.3927
7.09,-1587.2024,2855.7323,-0.0000,7.3658,997.3841
7.1000000000000005,-1590.0422,2855.7037,-0.0000,7.3589,997.3755
7.11,-1592.8820,2855.6752,-0.0000,7.3519,997.3668
7.12,-1595.7217,2855.6466,0.0000,7.3450,997.3582
7.13,-1598.5613,2855.6181,0.0000,7.3381,997.3496
7.140000000000001,-1601.4009,2855.5895,0.0000,7.3312,997.3409
7.15,-1604.2404,2855.5609,0.0000,7.3244,997.3323
7.16,-1607.0798,2855.5324,0.0000,7.3176,997.3237
7.17,-1609.9192,2855.5038,0.0000,7.3108,997.3150
7.18,-1612.7586,2855.4753,0.0000,7.3040,997.3064
7.19,-1615.5979,2855.4467,0.0000,7.2973,997.2977
7.2,-1618.4371,2855.4182,0.0000,7.2906,997.2891
7.21,-1621.2763,2855.3896,0.0000,7.2840,997.2804
7.22,-1624.1154,2855.3611,0.0000,7.2773,997.2718
7.23,-1626.9545,2855.3325,0.0000,7.2707,997.2632
7.24,-1629.7935,2855.3040,-0.0000,7.2642,997.2545
7.25,-1632.6324,2855.2754,-0.0000,7.2576,997.2459
7.26,-1635.4713,2855.2468,-0.0000,7.2511,997.2372
7.2700000000000005,-1638.3101,2855.2183,-0.0000,7.2446,997.2286
7.28,-1641.1489,2855.1897,-0.0000,7.2381,997.2199
7.29,-1643.9876,2855.1612,-0.0000,7.2317,997.2113
7.3,-1646.8263,2855.1326,-0.0000,7.2253,997.2026
7.3100000000000005,-1649.6649,2855.1041,-0.0000,7.2189,997.1939
7.32,-1652.5035,2855.0755,-0.0000,7.2125,997.1853
7.33,-1655.3419,2855.0470,0.0000,7.2062,997.1766
7.34,-1658.1804,2855.0184,0.0000,7.1999,997.1680
7.3500000000000005,-1661.0188,2854.9899,0.0000,7.1936,997.1593
7.36,-1663.8571,2854.9613,0.0000,7.1874,997.1506
7.37,-1666.6953,2854.9328,0.0000,7.1811,997.1420
7.38,-1669.5336,2854.9042,0.0000,7.1749,997.1333
7.390000000000001,-1672.3717,2854.8757,0.0000,7.1688,997.1247
7.4,-1675.2098,2854.8471,0.0000,7.1626,997.1160
7.41,-1678.0478,2854.8186,0.0000,7.1565,997.1073
7.42,-1680.8858,2854.7900,0.0000,7.1504,997.0987
7.43,-1683.7237,2854.7615,-0.0000,7.1444,997.0900
7.44,-1686.5616,2854.7330,-0.0000,7.1383,997.0813
7.45,-1689.3994,2854.7044,-0.0000,7.1323,997.0727
7.46,-1692.2372,2854.6759,-0.0000,7.1263,997.0640
7.47,-1695.0749,2854.6473,-0.0000,7.1204,997.0553
7.48,-1697.9125,2854.6188,-0.0000,7.1144,997.0466
7.49,-1700.7501,2854.5902,-0.0000,7.1085,997.0380
7.5,-1703.5876,2854.5617,-0.0000,7.1026,997.0293
7.51,-1706.4251,2854.5331,-0.0000,7.0968,997.0206
7.5200000000000005,-1709.2625,2854.5046,-0.0000,7.0910,997.0119
7.53,-1712.0998,2854.4760,0.0000,7.0852,997.0033
7.54,-1714.9371,2854.4475,0.0000,7.0794,996.9946
7.55,-1717.7744,2854.4189,0.0000,7.0736,996.9859
7.5600000000000005,-1720.6115,2854.3904,0.0000,7.0679,996.9772
7.57,-1723.4487,2854.3619,0.0000,7.0622,996.9685
7.58,-1726.2857,2854.3333,0.0000,7.0565,996.9599
7.59,-1729.1228,2854.3048,0.0000,7.0508,996.9512
7.6000000000000005,-1731.9597,2854.2762,0.0000,7.0452,996.9425
7.61,-1734.7966,2854.2477,0.0000,7.0396,996.9338
7.62,-1737.6335,2854.2191,0.0000,7.0340,996.9251
7.63,-1740.4702,2854.1906,-0.0000,7.0285,996.9164
7.640000000000001,-1743.3070,2854.1621,-0.0000,7.0229,996.9077
7.65,-1746.1436,2854.1335,-0.0000,7.0174,996.8991
7.66,-1748.9802,2854.1050,-0.0000,7.0119,996.8904
7.67,-1751.8168,2854.0764,-0.0000,7.0065,996.8817
7.68,-1754.6533,2854.0479,-0.0000,7.0010,996.8730
7.69,-1757.4897,2854.0194,-0.0000,6.9956,996.8643
7.7,-1760.3261,2853.9908,-0.0000,6.9902,996.8556
7.71,-1763.1625,2853.9623,-0.0000,6.9849,996.8469
7.72,-1765.9987,2853.9337,-0.0000,6.9795,996.8382
7.73,-1768.8349,2853.9052,0.0000,6.9742,996.8295
7.74,-1771.6711,2853.8767,0.0000,6.9689,996.8208
7.75,-1774.5072,2853.8481,0.0000,6.9637,996.8121
7.76,-1777.3433,2853.8196,0.0000,6.9584,996.8034
7.7700000000000005,-1780.1792,2853.7910,0.0000,6.9532,996.7947
7.78,-1783.0152,2853.7625,0.0000,6.9480,996.7860
7.79,-1785.8510,2853.7340,0.0000,6.9428,996.7773
7.8,-1788.6869,2853.7054,0.0000,6.9377,996.7686
7.8100000000000005,-1791.5226,2853.6769,0.0000,6.9325,996.7599
7.82,-1794.3583,2853.6484,0.0000,6.9274,996.7512
7.83,-1797.1940,2853.6198,-0.0000,6.9223,996.7425
7.84,-1800.0296,2853.5913,-0.0000,6.9173,996.7338
7.8500000000000005,-1802.8651,2853.5628,-0.0000,6.9122,996.7251
7.86,-1805.7006,2853.5342,-0.0000,6.9072,996.7164
7.87,-1808.5360,2853.5057,-0.0000,6.9022,996.7077
7.88,-1811.3714,2853.4771,-0.0000,6.8972,996.6990
7.890000000000001,-1814.2067,2853.4486,-0.0000,6.8923,996.6903
7.9,-1817.0419,2853.4201,-0.0000,6.8874,996.6815
7.91,-1819.8771,2853.3915,-0.0000,6.8825,996.6728
7.92,-1822.7122,2853.3630,0.0000,6.8776,996.6641
7.930000000000001,-1825.5473,2853.3345,0.0000,6.8727,996.6554
7.94,-1828.3823,2853.3059,0.0000,6.8679,996.6467
7.95,-1831.2173,2853.2774,0.0000,6.8631,996.6380
7.96,-1834.0522,2853.2489,0.0000,6.8583,996.6293
7.97,-1836.8870,2853.2203,0.0000,6.8535,996.6205
7.98,-1839.7218,2853.1918,0.0000,6.8487,996.6118
7.99,-1842.5566,2853.1633,0.0000,6.8440,996.6031
8.0,-1845.3913,2853.1347,0.0000,6.8393,996.5944
8.01,-1848.2259,2853.1062,0.0000,6.8346,996.5857
8.02,-1851.0604,2853.0777,-0.0000,6.8300,996.5770
8.03,-1853.8950,2853.0492,-0.0000,6.8253,996.5682
8.040000000000001,-1856.7294,2853.0206,-0.0000,6.8207,996.5595
8.05,-1859.5638,2852.9921,-0.0000,6.8161,996.5508
8.06,-1862.3981,2852.9636,-0.0000,6.8115,996.5421
8.07,-1865.2324,2852.9350,-0.0000,6.8070,996.5333
8.08,-1868.0666,2852.9065,-0.0000,6.8024,996.5246
8.09,-1870.9008,2852.8780,0.0000,6.7979,996.5159
8.1,-1873.7349,2852.8494,0.0000,6.7934,996.5072
8.11,-1876.5690,2852.8209,0.0000,6.7889,996.4984
8.120000000000001,-1879.4030,2852.7924,0.0000,6.7845,996.4897
8.13,-1882.2369,2852.7639,0.0000,6.7800,996.4810
8.14,-1885.0708,2852.7353,0.0000,6.7756,996.4723
8.15,-1887.9046,2852.7068,0.0000,6.7712,996.4635
8.16,-1890.7384,2852.6783,0.0000,6.7669,996.4548
8.17,-1893.5721,2852.6498,0.0000,6.7625,996.4461
8.18,-1896.4058,2852.6212,0.0000,6.7582,996.4373
8.19,-1899.2394,2852.5927,-0.0000,6.7539,996.4286
8.2,-1902.0729,2852.5642,-0.0000,6.7496,996.4199
8.21,-1904.9064,2852.5357,-0.0000,6.7453,996.4111
8.22,-1907.7398,2852.5071,-0.0000,6.7411,996.4024
8.23,-1910.5732,2852.4786,-0.0000,6.7369,996.3937
8.24,-1913.4065,2852.4501,-0.0000,6.7326,996.3849
8.25,-1916.2398,2852.4216,0.0000,6.7285,996.3762
8.26,-1919.0730,2852.3930,0.0000,6.7243,996.3675
8.27,-1921.9061,2852.3645,0.0000,6.7201,996.3587
8.28,-1924.7392,2852.3360,0.0000,6.7160,996.3500
8.290000000000001,-1927.5722,2852.3075,0.0000,6.7119,996.3413
8.3,-1930.4052,2852.2789,0.0000,6.7078,996.3325
8.31,-1933.2381,2852.2504,0.0000,6.7037,996.3238
8.32,-1936.0710,2852.2219,0.0000,6.6997,996.3150
8.33,-1938.9038,2852.1934,0.0000,6.6957,996.3063
8.34,-1941.7365,2852.1648,-0.0000,6.6917,996.2976
8.35,-1944.5692,2852.1363,-0.0000,6.6877,996.2888
8.36,-1947.4018,2852.1078,-0.0000,6.6837,996.2801
8.370000000000001,-1950.2344,2852.0793,-0.0000,6.6797,996.2713
8.38,-1953.0669,2852.0508,-0.0000,6.6758,996.2626
8.39,-1955.8994,2852.0222,-0.0000,6.6719,996.2538
8.4,-1958.7318,2851.9937,-0.0000,6.6680,996.2451
8.41,-1961.5641,2851.9652,-0.0000,6.6641,996.2363
8.42,-1964.3964,2851.9367,0.0000,6.6603,996.2276
8.43,-1967.2287,2851.9082,0.0000,6.6564,996.2188
8.44,-1970.0608,2851.8796,0.0000,6.6526,996.2101
8.45,-1972.8930,2851.8511,0.0000,6.6488,996.2013
8.46,-1975.7250,2851.8226,0.0000,6.6450,996.1926
8.47,-1978.5570,2851.7941,0.0000,6.6413,996.1839
8.48,-1981.3890,2851.7656,0.0000,6.6375,996.1751
8.49,-1984.2209,2851.7371,0.0000,6.6338,996.1663
8.5,-1987.0527,2851.7085,0.0000,6.6301,996.1576
