t,G,I,B,Te,Treg
43.910000000000004,-11664.4079,2752.4965,0.0000,27.5047,971.5890
43.92,-11667.0437,2752.4689,-0.0000,27.5097,971.5844
43.93,-11669.6795,2752.4414,-0.0000,27.5147,971.5798
43.94,-11672.3152,2752.4139,0.0000,27.5197,971.5752
43.95,-11674.9508,2752.3864,-0.0000,27.5247,971.5707
43.96,-11677.5864,2752.3588,-0.0000,27.5297,971.5661
43.97,-11680.2219,2752.3313,0.0000,27.5346,971.5615
43.980000000000004,-11682.8574,2752.3038,-0.0000,27.5396,971.5569
43.99,-11685.4928,2752.2763,0.0000,27.5446,971.5524
44.0,-11688.1282,2752.2487,0.0000,27.5496,971.5478
44.01,-11690.7635,2752.2212,-0.0000,27.5545,971.5432
44.02,-11693.3987,2752.1937,0.0000,27.5595,971.5386
44.03,-11696.0339,2752.1662,-0.0000,27.5645,971.5341
44.04,-11698.6691,2752.1387,-0.0000,27.5694,971.5295
44.050000000000004,-11701.3042,2752.1111,0.0000,27.5744,971.5249
44.06,-11703.9392,2752.0836,-0.0000,27.5794,971.5204
44.07,-11706.5742,2752.0561,-0.0000,27.5843,971.5158
44.08,-11709.2091,2752.0286,0.0000,27.5893,971.5112
44.09,-11711.8440,2752.0010,0.0000,27.5943,971.5067
44.1,-11714.4788,2751.9735,-0.0000,27.5992,971.5021
44.11,-11717.1136,2751.9460,0.0000,27.6042,971.4975
44.12,-11719.7483,2751.9185,-0.0000,27.6091,971.4930
44.13,-11722.3830,2751.8910,0.0000,27.6141,971.4884
44.14,-11725.0176,2751.8635,0.0000,27.6191,971.4839
44.15,-11727.6522,2751.8359,-0.0000,27.6240,971.4793
44.160000000000004,-11730.2867,2751.8084,0.0000,27.6290,971.4747
44.17,-11732.9211,2751.7809,0.0000,27.6339,971.4702
44.18,-11735.5555,2751.7534,-0.0000,27.6389,971.4656
44.19,-11738.1898,2751.7259,0.0000,27.6438,971.4611
44.2,-11740.8241,2751.6983,0.0000,27.6488,971.4565
44.21,-11743.4584,2751.6708,-0.0000,27.6537,971.4520
44.22,-11746.0925,2751.6433,0.0000,27.6587,971.4474
44.230000000000004,-11748.7267,2751.6158,0.0000,27.6636,971.4429
44.24,-11751.3607,2751.5883,-0.0000,27.6685,971.4383
44.25,-11753.9948,2751.5608,0.0000,27.6735,971.4338
44.26,-11756.6287,2751.5332,-0.0000,27.6784,971.4292
44.27,-11759.2626,2751.5057,0.0000,27.6834,971.4247
44.28,-11761.8965,2751.4782,0.0000,27.6883,971.4201
44.29,-11764.5303,2751.4507,-0.0000,27.6932,971.4156
44.300000000000004,-11767.1640,2751.4232,0.0000,27.6982,971.4110
44.31,-11769.7977,2751.3957,0.0000,27.7031,971.4065
44.32,-11772.4314,2751.3682,-0.0000,27.7080,971.4019
44.33,-11775.0650,2751.3406,0.0000,27.7130,971.3974
44.34,-11777.6985,2751.3131,0.0000,27.7179,971.3929
44.35,-11780.3320,2751.2856,-0.0000,27.7228,971.3883
44.36,-11782.9654,2751.2581,0.0000,27.7278,971.3838
44.37,-11785.5988,2751.2306,0.0000,27.7327,971.3792
44.38,-11788.2321,2751.2031,-0.0000,27.7376,971.3747
44.39,-11790.8653,2751.1756,0.0000,27.7425,971.3702
44.4,-11793.4986,2751.1481,0.0000,27.7475,971.3656
44.410000000000004,-11796.1317,2751.1206,-0.0000,27.7524,971.3611
44.42,-11798.7648,2751.0930,0.0000,27.7573,971.3566
44.43,-11801.3979,2751.0655,-0.0000,27.7622,971.3520
44.44,-11804.0309,2751.0380,0.0000,27.7671,971.3475
44.45,-11806.6638,2751.0105,0.0000,27.7721,971.3430
44.46,-11809.2967,2750.9830,-0.0000,27.7770,971.3385
44.47,-11811.9295,2750.9555,0.0000,27.7819,971.3339
44.480000000000004,-11814.5623,2750.9280,-0.0000,27.7868,971.3294
44.49,-11817.1950,2750.9005,-0.0000,27.7917,971.3249
44.5,-11819.8277,2750.8730,0.0000,27.7966,971.3204
44.51,-11822.4603,2750.8455,0.0000,27.8015,971.3158
44.52,-11825.0929,2750.8179,-0.0000,27.8064,971.3113
44.53,-11827.7254,2750.7904,0.0000,27.8113,971.3068
44.54,-11830.3578,2750.7629,-0.0000,27.8162,971.3023
44.550000000000004,-11832.9902,2750.7354,0.0000,27.8211,971.2977
44.56,-11835.6226,2750.7079,0.0000,27.8260,971.2932
44.57,-11838.2549,2750.6804,-0.0000,27.8309,971.2887
44.58,-11840.8871,2750.6529,0.0000,27.8358,971.2842
44.59,-11843.5193,2750.6254,0.0000,27.8407,971.2797
44.6,-11846.1515,2750.5979,-0.0000,27.8456,971.2752
44.61,-11848.7835,2750.5704,0.0000,27.8505,971.2706
44.62,-11851.4156,2750.5429,0.0000,27.8554,971.2661
44.63,-11854.0475,2750.5154,-0.0000,27.8603,971.2616
44.64,-11856.6794,2750.4879,0.0000,27.8652,971.2571
44.65,-11859.3113,2750.4604,0.0000,27.8701,971.2526
44.660000000000004,-11861.9431,2750.4329,-0.0000,27.8750,971.2481
44.67,-11864.5749,2750.4054,0.0000,27.8799,971.2436
44.68,-11867.2066,2750.3778,-0.0000,27.8848,971.2391
44.69,-11869.8382,2750.3503,0.0000,27.8897,971.2346
44.7,-11872.4698,2750.3228,0.0000,27.8945,971.2301
44.71,-11875.1014,2750.2953,-0.0000,27.8994,971.2256
44.72,-11877.7329,2750.2678,0.0000,27.9043,971.2211
44.730000000000004,-11880.3643,2750.2403,0.0000,27.9092,971.2166
44.74,-11882.9957,2750.2128,-0.0000,27.9141,971.2121
44.75,-11885.6270,2750.1853,0.0000,27.9189,971.2076
44.76,-11888.2583,2750.1578,0.0000,27.9238,971.2031
44.77,-11890.8895,2750.1303,-0.0000,27.9287,971.1986
44.78,-11893.5206,2750.1028,0.0000,27.9336,971.1941
44.79,-11896.1518,2750.0753,-0.0000,27.9384,971.1896
44.800000000000004,-11898.7828,2750.0478,-0.0000,27.9433,971.1851
44.81,-11901.4138,2750.0203,0.0000,27.9482,971.1806
44.82,-11904.0448,2749.9928,-0.0000,27.9531,971.1761
44.83,-11906.6757,2749.9653,-0.0000,27.9579,971.1716
44.84,-11909.3065,2749.9378,0.0000,27.9628,971.1671
44.85,-11911.9373,2749.9103,-0.0000,27.9677,971.1626
44.86,-11914.5680,2749.8828,0.0000,27.9725,971.1581
44.87,-11917.1987,2749.8553,0.0000,27.9774,971.1536
44.88,-11919.8293,2749.8278,-0.0000,27.9822,971.1491
44.89,-11922.4599,2749.8003,0.0000,27.9871,971.1447
44.9,-11925.0904,2749.7728,-0.0000,27.9920,971.1402
44.910000000000004,-11927.7209,2749.7453,-0.0000,27.9968,971.1357
44.92,-11930.3513,2749.7178,0.0000,28.0017,971.1312
44.93,-11932.9817,2749.6903,-0.0000,28.0065,971.1267
44.94,-11935.6120,2749.6628,-0.0000,28.0114,971.1222
44.95,-11938.2422,2749.6353,0.0000,28.0162,971.1178
44.96,-11940.8724,2749.6079,-0.0000,28.0211,971.1133
44.97,-11943.5026,2749.5804,0.0000,28.0259,971.1088
44.980000000000004,-11946.1326,2749.5529,0.0000,28.0308,971.1043
44.99,-11948.7627,2749.5254,-0.0000,28.0356,971.0999
45.0,-11951.3927,2749.4979,0.0000,28.0405,971.0954
45.01,-11954.0226,2749.4704,-0.0000,28.0453,971.0909
45.02,-11956.6525,2749.4429,-0.0000,28.0502,971.0864
45.03,-11959.2823,2749.4154,0.0000,28.0550,971.0820
45.04,-11961.9120,2749.3879,-0.0000,28.0599,971.0775
45.050000000000004,-11964.5418,2749.3604,-0.0000,28.0647,971.0730
45.06,-11967.1714,2749.3329,0.0000,28.0695,971.0685
45.07,-11969.8010,2749.3054,-0.0000,28.0744,971.0641
45.08,-11972.4306,2749.2779,0.0000,28.0792,971.0596
45.09,-11975.0601,2749.2504,0.0000,28.0841,971.0551
45.1,-11977.6895,2749.2229,-0.0000,28.0889,971.0507
45.11,-11980.3189,2749.1954,0.0000,28.0937,971.0462
45.12,-11982.9482,2749.1679,-0.0000,28.0986,971.0417
45.13,-11985.5775,2749.1405,-0.0000,28.1034,971.0373
45.14,-11988.2067,2749.1130,0.0000,28.1082,971.0328
45.15,-11990.8359,2749.0855,-0.0000,28.1130,971.0284
45.160000000000004,-11993.4650,2749.0580,-0.0000,28.1179,971.0239
45.17,-11996.0941,2749.0305,0.0000,28.1227,971.0194
45.18,-11998.7231,2749.0030,-0.0000,28.1275,971.0150
45.19,-12001.3521,2748.9755,-0.0000,28.1323,971.0105
45.2,-12003.9810,2748.9480,0.0000,28.1372,971.0061
45.21,-12006.6098,2748.9205,-0.0000,28.1420,971.0016
45.22,-12009.2386,2748.8930,0.0000,28.1468,970.9972
45.230000000000004,-12011.8674,2748.8656,0.0000,28.1516,970.9927
45.24,-12014.4961,2748.8381,-0.0000,28.1564,970.9883
45.25,-12017.1247,2748.8106,0.0000,28.1613,970.9838
45.26,-12019.7533,2748.7831,-0.0000,28.1661,970.9794
45.27,-12022.3818,2748.7556,0.0000,28.1709,970.9749
45.28,-12025.0103,2748.7281,0.0000,28.1757,970.9705
45.29,-12027.6387,2748.7006,-0.0000,28.1805,970.9660
45.300000000000004,-12030.2671,2748.6731,0.0000,28.1853,970.9616
45.31,-12032.8954,2748.6457,0.0000,28.1901,970.9571
45.32,-12035.5236,2748.6182,-0.0000,28.1949,970.9527
45.33,-12038.1518,2748.5907,0.0000,28.1997,970.9482
45.34,-12040.7800,2748.5632,0.0000,28.2045,970.9438
45.35,-12043.4081,2748.5357,-0.0000,28.2093,970.9393
45.36,-12046.0361,2748.5082,0.0000,28.2142,970.9349
45.37,-12048.6641,2748.4807,0.0000,28.2190,970.9305
45.38,-12051.2921,2748.4533,-0.0000,28.2238,970.9260
45.39,-12053.9200,2748.4258,0.0000,28.2285,970.9216
45.4,-12056.5478,2748.3983,-0.0000,28.2333,970.9171
45.410000000000004,-12059.1756,2748.3708,0.0000,28.2381,970.9127
45.42,-12061.8033,2748.3433,0.0000,28.2429,970.9083
45.43,-12064.4310,2748.3158,-0.0000,28.2477,970.9038
45.44,-12067.0586,2748.2884,0.0000,28.2525,970.8994
45.45,-12069.6861,2748.2609,-0.0000,28.2573,970.8950
45.46,-12072.3136,2748.2334,-0.0000,28.2621,970.8905
45.47,-12074.9411,2748.2059,0.0000,28.2669,970.8861
45.480000000000004,-12077.5685,2748.1784,0.0000,28.2717,970.8817
45.49,-12080.1958,2748.1509,-0.0000,28.2765,970.8773
45.5,-12082.8231,2748.1235,0.0000,28.2813,970.8728
45.51,-12085.4504,2748.0960,-0.0000,28.2860,970.8684
45.52,-12088.0775,2748.0685,0.0000,28.2908,970.8640
45.53,-12090.7047,2748.0410,0.0000,28.2956,970.8596
45.54,-12093.3318,2748.0135,-0.0000,28.3004,970.8551
45.550000000000004,-12095.9588,2747.9861,0.0000,28.3052,970.8507
45.56,-12098.5857,2747.9586,-0.0000,28.3099,970.8463
45.57,-12101.2127,2747.9311,-0.0000,28.3147,970.8419
45.58,-12103.8395,2747.9036,0.0000,28.3195,970.8374
45.59,-12106.4663,2747.8761,0.0000,28.3243,970.8330
45.6,-12109.0931,2747.8487,-0.0000,28.3290,970.8286
45.61,-12111.7198,2747.8212,0.0000,28.3338,970.8242
45.62,-12114.3464,2747.7937,-0.0000,28.3386,970.8198
45.63,-12116.9730,2747.7662,0.0000,28.3434,970.8154
45.64,-12119.5996,2747.7388,0.0000,28.3481,970.8109
45.65,-12122.2261,2747.7113,-0.0000,28.3529,970.8065
45.660000000000004,-12124.8525,2747.6838,0.0000,28.3577,970.8021
45.67,-12127.4789,2747.6563,-0.0000,28.3624,970.7977
45.68,-12130.1052,2747.6288,-0.0000,28.3672,970.7933
45.69,-12132.7315,2747.6014,0.0000,28.3719,970.7889
45.7,-12135.3577,2747.5739,0.0000,28.3767,970.7845
45.71,-12137.9838,2747.5464,-0.0000,28.3815,970.7801
45.72,-12140.6100,2747.5189,0.0000,28.3862,970.7757
45.730000000000004,-12143.2360,2747.4915,-0.0000,28.3910,970.7713
45.74,-12145.8620,2747.4640,0.0000,28.3957,970.7669
45.75,-12148.4880,2747.4365,-0.0000,28.4005,970.7625
45.76,-12151.1139,2747.4090,-0.0000,28.4052,970.7581
45.77,-12153.7397,2747.3816,0.0000,28.4100,970.7537
45.78,-12156.3655,2747.3541,-0.0000,28.4148,970.7493
45.79,-12158.9912,2747.3266,-0.0000,28.4195,970.7449
45.800000000000004,-12161.6169,2747.2991,0.0000,28.4243,970.7405
45.81,-12164.2425,2747.2717,-0.0000,28.4290,970.7361
45.82,-12166.8681,2747.2442,0.0000,28.4337,970.7317
45.83,-12169.4936,2747.2167,0.0000,28.4385,970.7273
45.84,-12172.1191,2747.1893,-0.0000,28.4432,970.7229
45.85,-12174.7445,2747.1618,0.0000,28.4480,970.7185
45.86,-12177.3698,2747.1343,-0.0000,28.4527,970.7141
45.87,-12179.9952,2747.1068,-0.0000,28.4575,970.7097
45.88,-12182.6204,2747.0794,0.0000,28.4622,970.7053
45.89,-12185.2456,2747.0519,-0.0000,28.4669,970.7009
45.9,-12187.8707,2747.0244,-0.0000,28.4717,970.6965
45.910000000000004,-12190.4958,2746.9970,0.0000,28.4764,970.6921
45.92,-12193.1209,2746.9695,-0.0000,28.4811,970.6877
45.93,-12195.7458,2746.9420,0.0000,28.4859,970.6834
45.94,-12198.3708,2746.9146,0.0000,28.4906,970.6790
45.95,-12200.9956,2746.8871,-0.0000,28.4953,970.6746
45.96,-12203.6205,2746.8596,0.0000,28.5001,970.6702
45.97,-12206.2452,2746.8321,-0.0000,28.5048,970.6658
45.980000000000004,-12208.8699,2746.8047,-0.0000,28.5095,970.6614
45.99,-12211.4946,2746.7772,0.0000,28.5143,970.6571
46.0,-12214.1192,2746.7497,-0.0000,28.5190,970.6527
46.01,-12216.7438,2746.7223,0.0000,28.5237,970.6483
46.02,-12219.3683,2746.6948,0.0000,28.5284,970.6439
46.03,-12221.9927,2746.6673,-0.0000,28.5332,970.6396
46.04,-12224.6171,2746.6399,0.0000,28.5379,970.6352
46.050000000000004,-12227.2414,2746.6124,0.0000,28.5426,970.6308
46.06,-12229.8657,2746.5849,-0.0000,28.5473,970.6264
46.07,-12232.4899,2746.5575,0.0000,28.5520,970.6221
46.08,-12235.1141,2746.5300,-0.0000,28.5567,970.6177
46.09,-12237.7382,2746.5025,0.0000,28.5615,970.6133
46.1,-12240.3623,2746.4751,0.0000,28.5662,970.6089
46.11,-12242.9863,2746.4476,-0.0000,28.5709,970.6046
46.12,-12245.6103,2746.4202,0.0000,28.5756,970.6002
46.13,-12248.2342,2746.3927,0.0000,28.5803,970.5958
46.14,-12250.8580,2746.3652,-0.0000,28.5850,970.5915
46.15,-12253.4818,2746.3378,0.0000,28.5897,970.5871
46.160000000000004,-12256.1056,2746.3103,0.0000,28.5944,970.5827
46.17,-12258.7293,2746.2828,-0.0000,28.5991,970.5784
46.18,-12261.3529,2746.2554,0.0000,28.6038,970.5740
46.19,-12263.9765,2746.2279,-0.0000,28.6085,970.5697
46.2,-12266.6000,2746.2004,0.0000,28.6132,970.5653
46.21,-12269.2235,2746.1730,0.0000,28.6179,970.5609
46.22,-12271.8469,2746.1455,-0.0000,28.6226,970.5566
46.230000000000004,-12274.4703,2746.1181,0.0000,28.6273,970.5522
46.24,-12277.0936,2746.0906,-0.0000,28.6320,970.5479
46.25,-12279.7169,2746.0631,-0.0000,28.6367,970.5435
46.26,-12282.3401,2746.0357,0.0000,28.6414,970.5391
46.27,-12284.9633,2746.0082,-0.0000,28.6461,970.5348
46.28,-12287.5864,2745.9808,-0.0000,28.6508,970.5304
46.29,-12290.2094,2745.9533,0.0000,28.6555,970.5261
46.300000000000004,-12292.8324,2745.9258,-0.0000,28.6602,970.5217
46.31,-12295.4553,2745.8984,0.0000,28.6649,970.5174
46.32,-12298.0782,2745.8709,0.0000,28.6696,970.5130
46.33,-12300.7011,2745.8435,-0.0000,28.6743,970.5087
46.34,-12303.3238,2745.8160,0.0000,28.6789,970.5043
46.35,-12305.9466,2745.7886,-0.0000,28.6836,970.5000
46.36,-12308.5692,2745.7611,0.0000,28.6883,970.4956
46.37,-12311.1919,2745.7336,0.0000,28.6930,970.4913
46.38,-12313.8144,2745.7062,-0.0000,28.6977,970.4870
46.39,-12316.4369,2745.6787,0.0000,28.7023,970.4826
46.4,-12319.0594,2745.6513,-0.0000,28.7070,970.4783
46.410000000000004,-12321.6818,2745.6238,-0.0000,28.7117,970.4739
46.42,-12324.3041,2745.5964,0.0000,28.7164,970.4696
46.43,-12326.9264,2745.5689,0.0000,28.7211,970.4653
46.44,-12329.5487,2745.5414,-0.0000,28.7257,970.4609
46.45,-12332.1709,2745.5140,0.0000,28.7304,970.4566
46.46,-12334.7930,2745.4865,-0.0000,28.7351,970.4522
46.47,-12337.4151,2745.4591,0.0000,28.7397,970.4479
46.480000000000004,-12340.0371,2745.4316,-0.0000,28.7444,970.4436
46.49,-12342.6591,2745.4042,-0.0000,28.7491,970.4392
46.5,-12345.2810,2745.3767,0.0000,28.7537,970.4349
46.51,-12347.9029,2745.3493,-0.0000,28.7584,970.4306
46.52,-12350.5247,2745.3218,-0.0000,28.7631,970.4262
46.53,-12353.1465,2745.2944,0.0000,28.7677,970.4219
46.54,-12355.7682,2745.2669,-0.0000,28.7724,970.4176
46.550000000000004,-12358.3898,2745.2394,0.0000,28.7771,970.4133
46.56,-12361.0114,2745.2120,0.0000,28.7817,970.4089
46.57,-12363.6330,2745.1845,-0.0000,28.7864,970.4046
46.58,-12366.2544,2745.1571,0.0000,28.7910,970.4003
46.59,-12368.8759,2745.1296,-0.0000,28.7957,970.3960
46.6,-12371.4973,2745.1022,0.0000,28.8003,970.3916
46.61,-12374.1186,2745.0747,0.0000,28.8050,970.3873
46.62,-12376.7399,2745.0473,-0.0000,28.8096,970.3830
46.63,-12379.3611,2745.0198,0.0000,28.8143,970.3787
46.64,-12381.9823,2744.9924,0.0000,28.8189,970.3744
46.65,-12384.6034,2744.9649,-0.0000,28.8236,970.3700
46.660000000000004,-12387.2244,2744.9375,0.0000,28.8282,970.3657
46.67,-12389.8455,2744.9100,-0.0000,28.8329,970.3614
46.68,-12392.4664,2744.8826,0.0000,28.8375,970.3571
46.69,-12395.0873,2744.8551,0.0000,28.8422,970.3528
46.7,-12397.7082,2744.8277,-0.0000,28.8468,970.3485
46.71,-12400.3290,2744.8002,0.0000,28.8515,970.3441
46.72,-12402.9497,2744.7728,-0.0000,28.8561,970.3398
46.730000000000004,-12405.5704,2744.7453,-0.0000,28.8607,970.3355
46.74,-12408.1910,2744.7179,0.0000,28.8654,970.3312
46.75,-12410.8116,2744.6905,0.0000,28.8700,970.3269
46.76,-12413.4321,2744.6630,-0.0000,28.8747,970.3226
46.77,-12416.0526,2744.6356,0.0000,28.8793,970.3183
46.78,-12418.6730,2744.6081,-0.0000,28.8839,970.3140
46.79,-12421.2934,2744.5807,0.0000,28.8886,970.3097
46.800000000000004,-12423.9137,2744.5532,-0.0000,28.8932,970.3054
46.81,-12426.5339,2744.5258,-0.0000,28.8978,970.3011
46.82,-12429.1541,2744.4983,0.0000,28.9025,970.2968
46.83,-12431.7743,2744.4709,-0.0000,28.9071,970.2925
46.84,-12434.3944,2744.4434,-0.0000,28.9117,970.2882
46.85,-12437.0144,2744.4160,0.0000,28.9163,970.2839
46.86,-12439.6344,2744.3886,-0.0000,28.9210,970.2796
46.87,-12442.2544,2744.3611,0.0000,28.9256,970.2753
46.88,-12444.8742,2744.3337,0.0000,28.9302,970.2710
46.89,-12447.4941,2744.3062,-0.0000,28.9348,970.2667
46.9,-12450.1138,2744.2788,0.0000,28.9395,970.2624
46.910000000000004,-12452.7336,2744.2513,-0.0000,28.9441,970.2581
46.92,-12455.3532,2744.2239,0.0000,28.9487,970.2538
46.93,-12457.9728,2744.1965,0.0000,28.9533,970.2495
46.94,-12460.5924,2744.1690,-0.0000,28.9579,970.2452
46.95,-12463.2119,2744.1416,0.0000,28.9625,970.2409
46.96,-12465.8314,2744.1141,0.0000,28.9671,970.2366
46.97,-12468.4508,2744.0867,-0.0000,28.9718,970.2323
46.980000000000004,-12471.0701,2744.0592,0.0000,28.9764,970.2280
46.99,-12473.6894,2744.0318,-0.0000,28.9810,970.2238
47.0,-12476.3086,2744.0044,0.0000,28.9856,970.2195
47.01,-12478.9278,2743.9769,0.0000,28.9902,970.2152
47.02,-12481.5470,2743.9495,-0.0000,28.9948,970.2109
47.03,-12484.1660,2743.9220,0.0000,28.9994,970.2066
47.04,-12486.7851,2743.8946,-0.0000,29.0040,970.2023
47.050000000000004,-12489.4040,2743.8672,-0.0000,29.0086,970.1981
47.06,-12492.0229,2743.8397,0.0000,29.0132,970.1938
47.07,-12494.6418,2743.8123,-0.0000,29.0178,970.1895
47.08,-12497.2606,2743.7849,-0.0000,29.0224,970.1852
47.09,-12499.8794,2743.7574,0.0000,29.0270,970.1809
47.1,-12502.4981,2743.7300,-0.0000,29.0316,970.1767
47.11,-12505.1167,2743.7025,0.0000,29.0362,970.1724
47.12,-12507.7353,2743.6751,0.0000,29.0408,970.1681
47.13,-12510.3539,2743.6477,-0.0000,29.0454,970.1638
47.14,-12512.9723,2743.6202,0.0000,29.0500,970.1596
47.15,-12515.5908,2743.5928,-0.0000,29.0546,970.1553
47.160000000000004,-12518.2092,2743.5654,0.0000,29.0592,970.1510
47.17,-12520.8275,2743.5379,0.0000,29.0638,970.1468
47.18,-12523.4458,2743.5105,-0.0000,29.0684,970.1425
47.19,-12526.0640,2743.4831,0.0000,29.0729,970.1382
47.2,-12528.6821,2743.4556,-0.0000,29.0775,970.1340
47.21,-12531.3002,2743.4282,-0.0000,29.0821,970.1297
47.22,-12533.9183,2743.4008,0.0000,29.0867,970.1254
47.230000000000004,-12536.5363,2743.3733,-0.0000,29.0913,970.1212
47.24,-12539.1543,2743.3459,-0.0000,29.0959,970.1169
47.25,-12541.7722,2743.3185,0.0000,29.1004,970.1126
47.26,-12544.3900,2743.2910,-0.0000,29.1050,970.1084
47.27,-12547.0078,2743.2636,0.0000,29.1096,970.1041
47.28,-12549.6255,2743.2362,-0.0000,29.1142,970.0998
47.29,-12552.2432,2743.2087,0.0000,29.1188,970.0956
47.300000000000004,-12554.8608,2743.1813,0.0000,29.1233,970.0913
47.31,-12557.4784,2743.1539,-0.0000,29.1279,970.0871
47.32,-12560.0959,2743.1264,0.0000,29.1325,970.0828
47.33,-12562.7134,2743.0990,-0.0000,29.1370,970.0786
47.34,-12565.3308,2743.0716,-0.0000,29.1416,970.0743
47.35,-12567.9482,2743.0441,0.0000,29.1462,970.0700
47.36,-12570.5655,2743.0167,0.0000,29.1508,970.0658
47.37,-12573.1827,2742.9893,0.0000,29.1553,970.0615
47.38,-12575.7999,2742.9618,0.0000,29.1599,970.0573
47.39,-12578.4171,2742.9344,-0.0000,29.1645,970.0530
47.4,-12581.0342,2742.9070,0.0000,29.1690,970.0488
47.410000000000004,-12583.6512,2742.8796,-0.0000,29.1736,970.0445
47.42,-12586.2682,2742.8521,-0.0000,29.1781,970.0403
47.43,-12588.8851,2742.8247,0.0000,29.1827,970.0361
47.44,-12591.5020,2742.7973,-0.0000,29.1873,970.0318
47.45,-12594.1189,2742.7698,0.0000,29.1918,970.0276
47.46,-12596.7356,2742.7424,0.0000,29.1964,970.0233
47.47,-12599.3523,2742.7150,-0.0000,29.2009,970.0191
47.480000000000004,-12601.9690,2742.6876,0.0000,29.2055,970.0148
47.49,-12604.5856,2742.6601,-0.0000,29.2100,970.0106
47.5,-12607.2022,2742.6327,0.0000,29.2146,970.0064
47.51,-12609.8187,2742.6053,0.0000,29.2191,970.0021
47.52,-12612.4351,2742.5779,-0.0000,29.2237,969.9979
47.53,-12615.0515,2742.5504,0.0000,29.2282,969.9936
47.54,-12617.6679,2742.5230,-0.0000,29.2328,969.9894
47.550000000000004,-12620.2842,2742.4956,-0.0000,29.2373,969.9852
47.56,-12622.9004,2742.4682,0.0000,29.2419,969.9809
47.57,-12625.5166,2742.4407,0.0000,29.2464,969.9767
47.58,-12628.1327,2742.4133,0.0000,29.2510,969.9725
47.59,-12630.7488,2742.3859,0.0000,29.2555,969.9682
47.6,-12633.3648,2742.3585,-0.0000,29.2601,969.9640
47.61,-12635.9808,2742.3310,0.0000,29.2646,969.9598
47.62,-12638.5967,2742.3036,-0.0000,29.2691,969.9555
47.63,-12641.2125,2742.2762,-0.0000,29.2737,969.9513
47.64,-12643.8284,2742.2488,0.0000,29.2782,969.9471
47.65,-12646.4441,2742.2213,-0.0000,29.2827,969.9429
47.660000000000004,-12649.0598,2742.1939,0.0000,29.2873,969.9386
47.67,-12651.6755,2742.1665,0.0000,29.2918,969.9344
47.68,-12654.2910,2742.1391,-0.0000,29.2963,969.9302
47.69,-12656.9066,2742.1117,0.0000,29.3009,969.9260
47.7,-12659.5221,2742.0842,-0.0000,29.3054,969.9217
47.71,-12662.1375,2742.0568,0.0000,29.3099,969.9175
47.72,-12664.7529,2742.0294,0.0000,29.3145,969.9133
47.730000000000004,-12667.3682,2742.0020,-0.0000,29.3190,969.9091
47.74,-12669.9835,2741.9746,0.0000,29.3235,969.9049
47.75,-12672.5987,2741.9471,-0.0000,29.3280,969.9007
47.76,-12675.2139,2741.9197,-0.0000,29.3326,969.8964
47.77,-12677.8290,2741.8923,0.0000,29.3371,969.8922
47.78,-12680.4440,2741.8649,-0.0000,29.3416,969.8880
47.79,-12683.0590,2741.8375,0.0000,29.3461,969.8838
47.800000000000004,-12685.6740,2741.8100,0.0000,29.3507,969.8796
47.81,-12688.2889,2741.7826,-0.0000,29.3552,969.8754
47.82,-12690.9037,2741.7552,0.0000,29.3597,969.8712
47.83,-12693.5185,2741.7278,-0.0000,29.3642,969.8670
47.84,-12696.1332,2741.7004,0.0000,29.3687,969.8627
47.85,-12698.7479,2741.6730,0.0000,29.3732,969.8585
47.86,-12701.3626,2741.6455,-0.0000,29.3777,969.8543
47.870000000000005,-12703.9771,2741.6181,0.0000,29.3823,969.8501
47.88,-12706.5917,2741.5907,0.0000,29.3868,969.8459
47.89,-12709.2061,2741.5633,-0.0000,29.3913,969.8417
47.9,-12711.8205,2741.5359,0.0000,29.3958,969.8375
47.910000000000004,-12714.4349,2741.5085,-0.0000,29.4003,969.8333
47.92,-12717.0492,2741.4810,0.0000,29.4048,969.8291
47.93,-12719.6635,2741.4536,0.0000,29.4093,969.8249
47.94,-12722.2777,2741.4262,-0.0000,29.4138,969.8207
47.95,-12724.8918,2741.3988,0.0000,29.4183,969.8165
47.96,-12727.5059,2741.3714,-0.0000,29.4228,969.8123
47.97,-12730.1199,2741.3440,-0.0000,29.4273,969.8081
47.980000000000004,-12732.7339,2741.3166,0.0000,29.4318,969.8039
47.99,-12735.3479,2741.2891,-0.0000,29.4363,969.7997
48.0,-12737.9617,2741.2617,0.0000,29.4408,969.7955
