t,M,Ma,B,Ba,Bn,G,I,D,tD,E,R,Em
1.335,2475.5112,67278.0600,278.3307,20311006.3821,6962129.8371,27.2010,42.0950,376563.1890,-151570.6015,3303.7300,3535.5011,0.2995
1.336,2474.1030,67335.2296,278.3134,20326122.7616,6972661.4624,27.2014,42.0943,379508.4317,-153263.6952,3329.3312,3565.4197,0.3006
1.337,2472.6918,67392.4075,278.2961,20341292.0005,6983221.0345,27.2018,42.0936,382482.3596,-154972.5508,3355.1995,3595.6641,0.3016
1.338,2471.2774,67449.5938,278.2787,20356514.7574,6993808.8460,27.2023,42.0930,385485.3076,-156697.3464,3381.3383,3626.2379,0.3027
1.339,2469.8598,67506.7884,278.2614,20371791.7000,7004425.1941,27.2027,42.0923,388517.6158,-158438.2630,3407.7507,3657.1451,0.3037
1.34,2468.4389,67563.9915,278.2440,20387123.5052,7015070.3799,27.2031,42.0916,391579.6292,-160195.4843,3434.4400,3688.3897,0.3046
1.341,2467.0148,67621.2031,278.2267,20402510.8591,7025744.7089,27.2035,42.0909,394671.6976,-161969.1970,3461.4095,3719.9756,0.3055
1.342,2465.5874,67678.4232,278.2093,20417954.4570,7036448.4909,27.2039,42.0903,397794.1759,-163759.5904,3488.6624,3751.9068,0.3062
1.343,2464.1565,67735.6520,278.1920,20433455.0032,7047182.0400,27.2043,42.0896,400947.4236,-165566.8567,3516.2021,3784.1876,0.3068
1.344,2462.7223,67792.8894,278.1746,20449013.2113,7057945.6741,27.2047,42.0889,404131.8055,-167391.1908,3544.0319,3816.8220,0.3074
1.345,2461.2845,67850.1355,278.1573,20464629.8042,7068739.7159,27.2051,42.0883,407347.6912,-169232.7905,3572.1552,3849.8144,0.3080
1.346,2459.8432,67907.3904,278.1399,20480305.5139,7079564.4920,27.2056,42.0876,410595.4550,-171091.8563,3600.5753,3883.1689,0.3086
1.347,2458.3982,67964.6541,278.1226,20496041.0814,7090420.3333,27.2060,42.0869,413875.4764,-172968.5918,3629.2957,3916.8901,0.3093
1.348,2456.9497,68021.9267,278.1052,20511837.2572,7101307.5750,27.2064,42.0862,417188.1400,-174863.2029,3658.3196,3950.9822,0.3102
1.349,2455.4973,68079.2082,278.0878,20527694.8045,7112226.5583,27.2068,42.0856,420533.8370,-176775.8991,3687.6509,3985.4497,0.3112
1.35,2454.0413,68136.4987,278.0705,20543614.4938,7123177.6277,27.2072,42.0849,423912.9637,-178706.8900,3717.2933,4020.2970,0.3122
1.351,2452.5814,68193.7983,278.0531,20559597.1052,7134161.1321,27.2076,42.0842,427325.9210,-180656.3884,3747.2505,4055.5286,0.3133
1.352,2451.1176,68251.1070,278.0358,20575643.4298,7145177.4256,27.2080,42.0836,430773.1161,-182624.6102,3777.5263,4091.1490,0.3142
1.353,2449.6498,68308.4248,278.0184,20591754.2702,7156226.8675,27.2084,42.0829,434254.9623,-184611.7749,3808.1246,4127.1629,0.3151
1.354,2448.1781,68365.7519,278.0010,20607930.4400,7167309.8222,27.2089,42.0822,437771.8788,-186618.1052,3839.0493,4163.5749,0.3159
1.355,2446.7023,68423.0882,277.9837,20624172.7641,7178426.6595,27.2093,42.0815,441324.2910,-188643.8274,3870.3041,4200.3898,0.3165
1.356,2445.2224,68480.4340,277.9663,20640482.0785,7189577.7541,27.2097,42.0809,444912.6303,-190689.1713,3901.8929,4237.6124,0.3171
1.357,2443.7383,68537.7891,277.9489,20656859.2305,7200763.4860,27.2101,42.0802,448537.3341,-192754.3700,3933.8197,4275.2476,0.3177
1.358,2442.2499,68595.1537,277.9315,20673305.0786,7211984.2404,27.2105,42.0795,452198.8460,-194839.6600,3966.0884,4313.3004,0.3182
1.359,2440.7573,68652.5278,277.9142,20689820.4926,7223240.4077,27.2109,42.0788,455897.6157,-196945.2812,3998.7029,4351.7759,0.3188
1.36,2439.2603,68709.9115,277.8968,20706406.3533,7234532.3834,27.2113,42.0782,459634.0986,-199071.4772,4031.6672,4390.6791,0.3195
1.361,2437.7589,68767.3049,277.8794,20723063.5538,7245860.5687,27.2117,42.0775,463408.7571,-201218.4949,4064.9854,4430.0152,0.3205
1.362,2436.2529,68824.7081,277.8620,20739793.0026,7257225.3720,27.2122,42.0768,467222.0623,-203386.5848,4098.6616,4469.7895,0.3216
1.363,2434.7424,68882.1210,277.8447,20756595.6161,7268627.2051,27.2126,42.0761,471074.4899,-205575.9981,4132.7004,4510.0070,0.3228
1.364,2433.2273,68939.5438,277.8273,20773472.3232,7280066.4859,27.2130,42.0755,474966.5226,-207786.9895,4167.1063,4550.6729,0.3240
1.365,2431.7075,68996.9765,277.8099,20790424.0667,7291543.6387,27.2134,42.0748,478898.6506,-210019.8181,4201.8837,4591.7926,0.3250
1.366,2430.1830,69054.4192,277.7925,20807451.8034,7303059.0940,27.2138,42.0741,482871.3716,-212274.7473,4237.0372,4633.3715,0.3259
1.367,2428.6536,69111.8720,277.7751,20824556.5037,7314613.2888,27.2142,42.0735,486885.1908,-214552.0446,4272.5713,4675.4150,0.3266
1.368,2427.1194,69169.3349,277.7577,20841739.1520,7326206.6667,27.2146,42.0728,490940.6212,-216851.9819,4308.4906,4717.9287,0.3271
1.369,2425.5802,69226.8079,277.7403,20859000.7465,7337839.6774,27.2151,42.0721,495038.1830,-219174.8352,4344.7995,4760.9183,0.3274
1.37,2424.0360,69284.2913,277.7230,20876342.2991,7349512.7771,27.2155,42.0714,499178.4041,-221520.8849,4381.5027,4804.3896,0.3277
1.371,2422.4866,69341.7850,277.7056,20893764.8359,7361226.4285,27.2159,42.0708,503361.8199,-223890.4155,4418.6046,4848.3484,0.3279
1.372,2420.9321,69399.2891,277.6882,20911269.3964,7372981.1006,27.2163,42.0701,507588.9735,-226283.7158,4456.1098,4892.8007,0.3283
1.373,2419.3724,69456.8037,277.6708,20928857.0342,7384777.2689,27.2167,42.0694,511860.4152,-228701.0789,4494.0228,4937.7524,0.3289
1.374,2417.8074,69514.3289,277.6534,20946528.8171,7396615.4154,27.2171,42.0687,516176.7033,-231142.8020,4532.3484,4983.2098,0.3300
1.375,2416.2370,69571.8647,277.6360,20964285.8312,7408496.0305,27.2175,42.0681,520538.4072,-233609.1846,4571.0919,5029.1787,0.3312
1.3760000000000001,2414.6611,69629.4113,277.6186,20982129.1753,7420419.6108,27.2180,42.0674,524946.1031,-236100.5305,4610.2585,5075.6650,0.3324
1.377,2413.0797,69686.9686,277.6012,21000059.9640,7432386.6601,27.2184,42.0667,529400.3758,-238617.1481,4649.8537,5122.6750,0.3334
1.3780000000000001,2411.4927,69744.5367,277.5838,21018079.3288,7444397.6897,27.2188,42.0660,533901.8193,-241159.3511,4689.8825,5170.2149,0.3343
1.379,2409.9000,69802.1159,277.5664,21036188.4177,7456453.2190,27.2192,42.0654,538451.0368,-243727.4583,4730.3501,5218.2909,0.3351
1.3800000000000001,2408.3015,69859.7060,277.5490,21054388.3955,7468553.7749,27.2196,42.0647,543048.6407,-246321.7934,4771.2619,5266.9097,0.3357
1.381,2406.6973,69917.3072,277.5316,21072680.4437,7480699.8921,27.2200,42.0640,547695.2525,-248942.6850,4812.6230,5316.0778,0.3361
1.3820000000000001,2405.0871,69974.9196,277.5142,21091065.7607,7492892.1132,27.2204,42.0633,552391.5030,-251590.4669,4854.4386,5365.8019,0.3367
1.383,2403.4709,70032.5433,277.4968,21109545.5613,7505130.9883,27.2209,42.0627,557138.0323,-254265.4778,4896.7139,5416.0888,0.3373
1.3840000000000001,2401.8486,70090.1783,277.4793,21128121.0784,7517417.0758,27.2213,42.0620,561935.4901,-256968.0618,4939.4543,5466.9453,0.3383
1.385,2400.2202,70147.8248,277.4619,21146793.5641,7529750.9433,27.2217,42.0613,566784.5374,-259698.5674,4982.6656,5518.3782,0.3393
1.3860000000000001,2398.5855,70205.4827,277.4445,21165564.2860,7542133.1653,27.2221,42.0606,571685.8437,-262457.3470,5026.3538,5570.3944,0.3403
1.387,2396.9445,70263.1523,277.4271,21184434.5313,7554564.3254,27.2225,42.0600,576640.0895,-265244.7587,5070.5247,5623.0007,0.3412
1.3880000000000001,2395.2971,70320.8335,277.4097,21203405.6068,7567045.0166,27.2229,42.0593,581647.9662,-268061.1667,5115.1841,5676.2042,0.3420
1.389,2393.6432,70378.5265,277.3923,21222478.8393,7579575.8408,27.2234,42.0586,586710.1761,-270906.9411,5160.3379,5730.0122,0.3426
1.3900000000000001,2391.9827,70436.2314,277.3749,21241655.5754,7592157.4092,27.2238,42.0579,591827.4325,-273782.4580,5205.9922,5784.4320,0.3432
1.391,2390.3156,70493.9481,277.3574,21260937.1815,7604790.3423,27.2242,42.0573,597000.4597,-276688.0994,5252.1527,5839.4709,0.3437
1.3920000000000001,2388.6417,70551.6770,277.3400,21280325.0439,7617475.2695,27.2246,42.0566,602229.9930,-279624.2532,5298.8254,5895.1366,0.3442
1.393,2386.9610,70609.4179,277.3226,21299820.5687,7630212.8297,27.2250,42.0559,607516.7784,-282591.3134,5346.0162,5951.4367,0.3449
1.3940000000000001,2385.2733,70667.1711,277.3052,21319425.1845,7643003.6721,27.2254,42.0552,612861.5748,-285589.6806,5393.7313,6008.3789,0.3459
1.395,2383.5786,70724.9366,277.2877,21339140.3413,7655848.4558,27.2258,42.0546,618265.1533,-288619.7603,5441.9771,6065.9709,0.3471
1.3960000000000001,2381.8768,70782.7145,277.2703,21358967.5075,7668747.8485,27.2263,42.0539,623728.2953,-291681.9622,5490.7604,6124.2203,0.3482
1.397,2380.1678,70840.5049,277.2529,21378908.1752,7681702.5290,27.2267,42.0532,629251.7957,-294776.7034,5540.0880,6183.1350,0.3491
1.3980000000000001,2378.4515,70898.3078,277.2355,21398963.8606,7694713.1869,27.2271,42.0525,634836.4625,-297904.4081,5589.9664,6242.7229,0.3499
1.399,2376.7278,70956.1235,277.2180,21419136.1035,7707780.5231,27.2275,42.0518,640483.1170,-301065.5077,5640.4025,6302.9922,0.3504
1.4000000000000001,2374.9966,71013.9520,277.2006,21439426.4676,7720905.2495,27.2279,42.0512,646192.5937,-304260.4409,5691.4028,6363.9510,0.3507
1.401,2373.2578,71071.7933,277.1832,21459836.5405,7734088.0889,27.2283,42.0505,651965.7403,-307489.6535,5742.9741,6425.6079,0.3508
1.4020000000000001,2371.5113,71129.6477,277.1657,21480367.9337,7747329.7755,27.2288,42.0498,657803.4179,-310753.5987,5795.1229,6487.9714,0.3510
1.403,2369.7570,71187.5151,277.1483,21501022.2824,7760631.0542,27.2292,42.0491,663706.5007,-314052.7367,5847.8559,6551.0501,0.3514
1.4040000000000001,2367.9948,71245.3957,277.1308,21521801.2459,7773992.6811,27.2296,42.0485,669675.8763,-317387.5350,5901.1798,6614.8529,0.3523
1.405,2366.2246,71303.2897,277.1134,21542706.5115,7787415.4255,27.2300,42.0478,675712.4485,-320758.4677,5955.1019,6679.3885,0.3534
1.4060000000000001,2364.4463,71361.1970,277.0960,21563739.7916,7800900.0682,27.2304,42.0471,681817.1356,-324166.0151,6009.6302,6744.6654,0.3546
1.407,2362.6598,71419.1179,277.0785,21584902.8247,7814447.4021,27.2308,42.0464,687990.8701,-327610.6656,6064.7722,6810.6923,0.3556
1.408,2360.8650,71477.0523,277.0611,21606197.3774,7828058.2332,27.2313,42.0458,694234.6005,-331092.9162,6120.5355,6877.4784,0.3563
1.409,2359.0618,71535.0005,277.0436,21627625.2451,7841733.3808,27.2317,42.0451,700549.2912,-334613.2725,6176.9276,6945.0327,0.3568
1.41,2357.2501,71592.9626,277.0262,21649188.2512,7855473.6774,27.2321,42.0444,706935.9223,-338172.2482,6233.9560,7013.3647,0.3571
1.411,2355.4297,71650.9386,277.0087,21670888.2479,7869279.9684,27.2325,42.0437,713395.4901,-341770.3658,6291.6280,7082.4839,0.3575
1.412,2353.6005,71708.9286,276.9913,21692727.1155,7883153.1126,27.2329,42.0430,719929.0064,-345408.1562,6349.9511,7152.4001,0.3581
1.413,2351.7625,71766.9329,276.9738,21714706.7650,7897093.9831,27.2333,42.0424,726537.5007,-349086.1591,6408.9329,7223.1229,0.3591
1.414,2349.9156,71824.9514,276.9564,21736829.1376,7911103.4667,27.2338,42.0417,733222.0196,-352804.9218,6468.5821,7294.6619,0.3601
1.415,2348.0595,71882.9844,276.9389,21759096.2040,7925182.4642,27.2342,42.0410,739983.6263,-356564.9998,6528.9070,7367.0267,0.3610
1.416,2346.1942,71941.0319,276.9215,21781509.9682,7939331.8916,27.2346,42.0403,746823.4029,-360366.9589,6589.9159,7440.2272,0.3617
1.417,2344.3196,71999.0941,276.9040,21804072.4673,7953552.6805,27.2350,42.0397,753742.4498,-364211.3745,6651.6174,7514.2736,0.3622
1.418,2342.4356,72057.1710,276.8866,21826785.7716,7967845.7777,27.2354,42.0390,760741.8865,-368098.8319,6714.0195,7589.1762,0.3625
1.419,2340.5420,72115.2628,276.8691,21849651.9847,7982212.1457,27.2358,42.0383,767822.8508,-372029.9267,6777.1306,7664.9454,0.3628
1.42,2338.6387,72173.3697,276.8516,21872673.2434,7996652.7621,27.2363,42.0376,774986.4994,-376005.2640,6840.9589,7741.5919,0.3633
1.421,2336.7255,72231.4917,276.8342,21895851.7196,8011168.6210,27.2367,42.0369,782234.0086,-380025.4597,6905.5126,7819.1266,0.3643
1.422,2334.8025,72289.6290,276.8167,21919189.6221,8025760.7335,27.2371,42.0363,789566.5760,-384091.1389,6970.8009,7897.5600,0.3655
1.423,2332.8694,72347.7817,276.7992,21942689.1919,8040430.1259,27.2375,42.0356,796985.4177,-388202.9354,7036.8335,7976.9027,0.3666
1.424,2330.9260,72405.9499,276.7818,21966352.7093,8055177.8424,27.2379,42.0349,804491.7719,-392361.4949,7103.6198,8057.1654,0.3673
1.425,2328.9724,72464.1338,276.7643,21990182.4936,8070004.9457,27.2384,42.0342,812086.8988,-396567.4744,7171.1691,8138.3592,0.3677
1.426,2327.0083,72522.3335,276.7468,22014180.9038,8084912.5166,27.2388,42.0335,819772.0809,-400821.5433,7239.4906,8220.4954,0.3677
1.427,2325.0336,72580.5492,276.7294,22038350.3380,8099901.6541,27.2392,42.0329,827548.6229,-405124.3822,7308.5934,8303.5857,0.3676
1.428,2323.0481,72638.7810,276.7119,22062693.2336,8114973.4756,27.2396,42.0322,835417.8516,-409476.6839,7378.4863,8387.6418,0.3675
1.429,2321.0518,72697.0289,276.6944,22087212.0673,8130129.1166,27.2400,42.0315,843381.1159,-413879.1529,7449.1783,8472.6759,0.3681
1.43,2319.0445,72755.2933,276.6769,22111909.3581,8145369.7324,27.2404,42.0308,851439.7890,-418332.5053,7520.6787,8558.6999,0.3693
1.431,2317.0261,72813.5741,276.6595,22136787.6686,8160696.4984,27.2409,42.0302,859595.2693,-422837.4684,7592.9989,8645.7250,0.3704
1.432,2314.9963,72871.8716,276.6420,22161849.6034,8176110.6096,27.2413,42.0295,867848.9789,-427394.7824,7666.1493,8733.7632,0.3713
1.433,2312.9552,72930.1859,276.6245,22187097.8132,8191613.2823,27.2417,42.0288,876202.3659,-432005.2011,7740.1402,8822.8266,0.3717
1.434,2310.9024,72988.5171,276.6070,22212534.9945,8207205.7542,27.2421,42.0281,884656.9047,-436669.4919,7814.9817,8912.9278,0.3719
1.435,2308.8380,73046.8654,276.5895,22238163.8901,8222889.2845,27.2425,42.0274,893214.0954,-441388.4361,7890.6835,9004.0796,0.3720
1.436,2306.7616,73105.2310,276.5721,22263987.2885,8238665.1535,27.2430,42.0268,901875.4645,-446162.8284,7967.2553,9096.2951,0.3727
1.437,2304.6732,73163.6140,276.5546,22290008.0280,8254534.6646,27.2434,42.0261,910642.5668,-450993.4780,8044.7078,9189.5872,0.3736
1.438,2302.5727,73222.0146,276.5371,22316228.9938,8270499.1433,27.2438,42.0254,919516.9840,-455881.2066,8123.0527,9283.9683,0.3745
1.439,2300.4598,73280.4329,276.5196,22342653.1225,8286559.9387,27.2442,42.0247,928500.3272,-460826.8511,8202.3012,9379.4517,0.3751
1.44,2298.3344,73338.8690,276.5021,22369283.4033,8302718.4245,27.2446,42.0240,937594.2374,-465831.2642,8282.4644,9476.0505,0.3754
1.441,2296.1963,73397.3232,276.4846,22396122.8785,8318975.9988,27.2450,42.0234,946800.3856,-470895.3144,8363.5532,9573.7783,0.3755
1.442,2294.0455,73455.7956,276.4671,22423174.6432,8335334.0844,27.2455,42.0227,956120.4730,-476019.8856,8445.5783,9672.6493,0.3758
1.443,2291.8816,73514.2864,276.4496,22450441.8465,8351794.1293,27.2459,42.0220,965556.2315,-481205.8782,8528.5503,9772.6775,0.3765
1.444,2289.7046,73572.7957,276.4321,22477927.6949,8368357.6081,27.2463,42.0213,975109.4260,-486454.2085,8612.4812,9873.8768,0.3776
1.445,2287.5143,73631.3238,276.4146,22505635.4482,8385026.0200,27.2467,42.0206,984781.8523,-491765.8073,8697.3837,9976.2609,0.3786
1.446,2285.3105,73689.8707,276.3971,22533568.4271,8401800.8927,27.2471,42.0200,994575.3406,-497141.6237,8783.2701,10079.8439,0.3791
1.447,2283.0931,73748.4367,276.3796,22561730.0137,8418683.7824,27.2476,42.0193,1004491.7564,-502582.6249,8870.1527,10184.6402,0.3790
1.448,2280.8618,73807.0219,276.3621,22590123.6516,8435676.2737,27.2480,42.0186,1014533.0002,-508089.7967,8958.0431,10290.6647,0.3787
1.449,2278.6165,73865.6266,276.3446,22618752.8461,8452779.9801,27.2484,42.0179,1024701.0077,-513664.1432,9046.9528,10397.9328,0.3785
1.45,2276.3570,73924.2509,276.3271,22647621.1640,8469996.5436,27.2488,42.0172,1034997.7497,-519306.6869,9136.8930,10506.4600,0.3791
1.451,2274.0831,73982.8949,276.3096,22676732.2388,8487327.6371,27.2492,42.0165,1045425.2354,-525018.4687,9227.8766,10616.2616,0.3802
1.452,2271.7947,74041.5590,276.2921,22706089.7695,8504774.9641,27.2497,42.0159,1055985.5121,-530800.5483,9319.9181,10727.3520,0.3812
1.453,2269.4915,74100.2432,276.2746,22735697.5242,8522340.2600,27.2501,42.0152,1066680.6663,-536654.0057,9413.0309,10839.7466,0.3816
1.454,2267.1734,74158.9478,276.2571,22765559.3419,8540025.2935,27.2505,42.0145,1077512.8251,-542579.9420,9507.2279,10953.4612,0.3815
1.455,2264.8401,74217.6729,276.2396,22795679.1327,8557831.8659,27.2509,42.0138,1088484.1566,-548579.4795,9602.5216,11068.5123,0.3814
1.456,2262.4915,74276.4188,276.2221,22826060.8783,8575761.8122,27.2513,42.0131,1099596.8697,-554653.7620,9698.9238,11184.9168,0.3820
1.457,2260.1275,74335.1857,276.2046,22856708.6359,8593817.0022,27.2518,42.0125,1110853.2169,-560803.9545,9796.4490,11302.6907,0.3830
1.458,2257.7476,74393.9737,276.1871,22887626.5368,8611999.3403,27.2522,42.0118,1122255.4935,-567031.2433,9895.1121,11421.8499,0.3836
1.459,2255.3519,74452.7831,276.1695,22918818.7927,8630310.7681,27.2526,42.0111,1133806.0408,-573336.8384,9994.9272,11542.4110,0.3838
1.46,2252.9400,74511.6140,276.1520,22950289.6958,8648753.2650,27.2530,42.0104,1145507.2468,-579721.9741,10095.9083,11664.3911,0.3837
1.461,2250.5118,74570.4668,276.1345,22982043.6198,8667328.8477,27.2534,42.0097,1157361.5456,-586187.9086,10198.0685,11787.8080,0.3837
1.462,2248.0671,74629.3416,276.1170,23014085.0208,8686039.5717,27.2539,42.0091,1169371.4193,-592735.9248,10301.4210,11912.6796,0.3845
1.463,2245.6055,74688.2386,276.0995,23046418.4412,8704887.5325,27.2543,42.0084,1181539.3995,-599367.3297,10405.9815,12039.0230,0.3856
1.464,2243.1270,74747.1580,276.0819,23079048.5084,8723874.8649,27.2547,42.0077,1193868.0673,-606083.4551,10511.7662,12166.8552,0.3862
1.465,2240.6313,74806.1001,276.0644,23111979.9426,8743003.7472,27.2551,42.0070,1206360.0572,-612885.6602,10618.7907,12296.1940,0.3860
1.466,2238.1182,74865.0651,276.0469,23145217.5574,8762276.4007,27.2555,42.0063,1219018.0571,-619775.3321,10727.0696,12427.0579,0.3853
1.467,2235.5874,74924.0532,276.0294,23178766.2594,8781695.0904,27.2560,42.0056,1231844.8089,-626753.8857,10836.6166,12559.4660,0.3849
1.468,2233.0387,74983.0647,276.0118,23212631.0492,8801262.1246,27.2564,42.0050,1244843.1083,-633822.7638,10947.4454,12693.4382,0.3857
1.469,2230.4719,75042.0998,275.9943,23246817.0278,8820979.8584,27.2568,42.0043,1258015.8094,-640983.4373,11059.5735,12828.9923,0.3868
1.47,2227.8867,75101.1587,275.9768,23281329.3958,8840850.6934,27.2572,42.0036,1271365.8244,-648237.4066,11173.0187,12966.1465,0.3873
1.471,2225.2830,75160.2417,275.9592,23316173.4596,8860877.0803,27.2576,42.0029,1284896.1259,-655586.2034,11287.7972,13104.9200,0.3870
1.472,2222.6604,75219.3491,275.9417,23351354.6318,8881061.5190,27.2581,42.0022,1298609.7482,-663031.3909,11403.9238,13245.3333,0.3867
1.473,2220.0187,75278.4810,275.9242,23386878.4326,8901406.5595,27.2585,42.0015,1312509.7876,-670574.5644,11521.4132,13387.4072,0.3874
1.474,2217.3577,75337.6378,275.9066,23422750.4932,8921914.8037,27.2589,42.0009,1326599.4050,-678217.3511,11640.2837,13531.1607,0.3881
1.475,2214.6771,75396.8196,275.8891,23458976.5587,8942588.9060,27.2593,42.0002,1340881.8273,-685961.4114,11760.5535,13676.6136,0.3883
1.476,2211.9767,75456.0268,275.8715,23495562.4933,8963431.5766,27.2597,41.9995,1355360.3503,-693808.4412,11882.2397,13823.7865,0.3880
1.477,2209.2562,75515.2596,275.8540,23532514.2812,8984445.5812,27.2602,41.9988,1370038.3393,-701760.1720,12005.3582,13972.7007,0.3878
1.478,2206.5153,75574.5183,275.8365,23569838.0285,9005633.7423,27.2606,41.9981,1384919.2300,-709818.3717,12129.9248,14123.3784,0.3886
1.479,2203.7537,75633.8032,275.8189,23607539.9668,9026998.9409,27.2610,41.9974,1400006.5314,-717984.8441,12255.9591,14275.8397,0.3895
1.48,2200.9713,75693.1145,275.8014,23645626.4564,9048544.1176,27.2614,41.9968,1415303.8272,-726261.4305,12383.4808,14430.1054,0.3896
1.481,2198.1676,75752.4525,275.7838,23684103.9937,9070272.2764,27.2619,41.9961,1430814.7801,-734650.0132,12512.5082,14586.1972,0.3888
1.482,2195.3425,75811.8176,275.7663,23722979.2110,9092186.4846,27.2623,41.9954,1446543.1315,-743152.5145,12643.0579,14744.1382,0.3880
1.483,2192.4956,75871.2099,275.7487,23762258.8779,9114289.8732,27.2627,41.9947,1462492.7024,-751770.8980,12775.1456,14903.9520,0.3887
1.484,2189.6267,75930.6298,275.7312,23801949.9080,9136585.6403,27.2631,41.9940,1478667.3981,-760507.1685,12908.7925,15065.6602,0.3897
1.485,2186.7354,75990.0776,275.7136,23842059.3615,9159077.0520,27.2635,41.9933,1495071.2089,-769363.3739,13044.0201,15229.2843,0.3897
1.486,2183.8215,76049.5536,275.6961,23882594.4517,9181767.4459,27.2640,41.9927,1511708.2143,-778341.6079,13180.8473,15394.8478,0.3890
1.487,2180.8847,76109.0581,275.6785,23923562.5462,9204660.2310,27.2644,41.9920,1528582.5834,-787444.0099,13319.2906,15562.3755,0.3891
1.488,2177.9246,76168.5914,275.6609,23964971.1710,9227758.8901,27.2648,41.9913,1545698.5776,-796672.7660,13459.3698,15731.8913,0.3899
1.489,2174.9410,76228.1538,275.6434,24006828.0142,9251066.9817,27.2652,41.9906,1563060.5531,-806030.1095,13601.1078,15903.4176,0.3900
1.49,2171.9335,76287.7456,275.6258,24049140.9342,9274588.1430,27.2656,41.9899,1580672.9652,-815518.3242,13744.5250,16076.9786,0.3894
1.491,2168.9018,76347.3673,275.6083,24091917.9619,9298326.0918,27.2661,41.9892,1598540.3695,-825139.7454,13889.6398,16252.5999,0.3891
