t,M,Ma,B,Ba,Bn,G,I,D,tD,E,R,Em
0.198,7073.8586,2756.4220,297.0582,4029237.0923,201165.4698,26.7893,42.8440,1176.3322,36614.4295,86.9697,86.8785,0.0488
0.199,7087.0937,2792.7276,297.0426,4048526.9655,203157.5692,26.7912,42.8501,1190.7148,36885.1149,87.4079,87.3137,0.0487
0.2,7100.0879,2829.2760,297.0271,4067806.2879,205159.0173,26.7925,42.8538,1205.1697,37155.5570,87.8461,87.7490,0.0486
0.201,7112.8420,2866.0666,297.0115,4087075.0600,207169.8070,26.7932,42.8552,1219.6964,37425.7414,88.2843,88.1842,0.0485
0.202,7125.3567,2903.0986,296.9959,4106333.2825,209189.9313,26.7933,42.8541,1234.2943,37695.6537,88.7226,88.6194,0.0484
0.203,7137.6328,2940.3712,296.9804,4125580.9559,211219.3832,26.7928,42.8506,1248.9627,37965.2797,89.1610,89.0545,0.0483
0.20400000000000001,7149.6711,2977.8839,296.9648,4144818.0808,213258.1554,26.7917,42.8448,1263.7010,38234.6052,89.5993,89.4897,0.0481
0.20500000000000002,7161.4724,3015.6357,296.9492,4164044.6577,215306.2408,26.7901,42.8368,1278.5085,38503.6161,90.0378,89.9248,0.0480
0.20600000000000002,7173.0375,3053.6260,296.9336,4183260.6871,217363.6325,26.7880,42.8268,1293.3845,38772.2984,90.4762,90.3599,0.0479
0.20700000000000002,7184.3671,3091.8540,296.9181,4202466.1695,219430.3233,26.7854,42.8151,1308.3285,39040.6383,90.9148,90.7950,0.0478
0.20800000000000002,7195.4623,3130.3188,296.9025,4221661.1055,221506.3061,26.7825,42.8020,1323.3398,39308.6220,91.3534,91.2300,0.0477
0.209,7206.3237,3169.0196,296.8869,4240845.4955,223591.5737,26.7793,42.7878,1338.4176,39576.2359,91.7920,91.6651,0.0476
0.21,7216.9523,3207.9558,296.8713,4260019.3401,225686.1190,26.7759,42.7731,1353.5615,39843.4664,92.2307,92.1001,0.0475
0.211,7227.3490,3247.1263,296.8558,4279182.6396,227789.9350,26.7726,42.7583,1368.7706,40110.3000,92.6694,92.5351,0.0474
0.212,7237.5146,3286.5303,296.8402,4298335.3946,229903.0145,26.7693,42.7440,1384.0443,40376.7235,93.1082,92.9701,0.0472
0.213,7247.4501,3326.1670,296.8246,4317477.6056,232025.3503,26.7664,42.7308,1399.3820,40642.7235,93.5471,93.4051,0.0471
0.214,7257.1563,3366.0355,296.8090,4336609.2729,234156.9354,26.7639,42.7195,1414.7829,40908.2870,93.9860,93.8401,0.0470
0.215,7266.6343,3406.1349,296.7934,4355730.3970,236297.7626,26.7620,42.7108,1430.2465,41173.4009,94.4250,94.2750,0.0469
0.216,7275.8851,3446.4643,296.7778,4374840.9783,238447.8247,26.7610,42.7055,1445.7719,41438.0523,94.8640,94.7099,0.0468
0.217,7284.9094,3487.0228,296.7622,4393941.0172,240607.1146,26.7611,42.7045,1461.3586,41702.2283,95.3031,95.1448,0.0467
0.218,7293.7084,3527.8093,296.7466,4413030.5141,242775.6252,26.7625,42.7087,1477.0057,41965.9163,95.7423,95.5797,0.0466
0.219,7302.2831,3568.8230,296.7310,4432109.4694,244953.3493,26.7652,42.7179,1492.7127,42229.1037,96.1815,96.0146,0.0465
0.22,7310.6343,3610.0630,296.7154,4451177.8831,247140.2797,26.7684,42.7295,1508.4789,42491.7782,96.6208,96.4495,0.0463
0.221,7318.7631,3651.5283,296.6998,4470235.7555,249336.4092,26.7721,42.7426,1524.3036,42753.9276,97.0602,96.8843,0.0462
0.222,7326.6705,3693.2180,296.6842,4489283.0867,251541.7308,26.7761,42.7566,1540.1862,43015.5395,97.4996,97.3192,0.0461
0.223,7334.3576,3735.1309,296.6686,4508319.8771,253756.2372,26.7801,42.7708,1556.1258,43276.6018,97.9391,97.7540,0.0460
0.224,7341.8253,3777.2662,296.6530,4527346.1267,255979.9212,26.7841,42.7848,1572.1218,43537.1026,98.3786,98.1888,0.0459
0.225,7349.0748,3819.6228,296.6374,4546361.8357,258212.7757,26.7879,42.7979,1588.1735,43797.0299,98.8183,98.6236,0.0458
0.226,7356.1071,3862.1997,296.6218,4565367.0044,260454.7934,26.7914,42.8099,1604.2802,44056.3721,99.2580,99.0584,0.0457
0.227,7362.9232,3904.9958,296.6062,4584361.6330,262705.9673,26.7945,42.8202,1620.4413,44315.1175,99.6977,99.4932,0.0456
0.228,7369.5243,3948.0102,296.5906,4603345.7216,264966.2900,26.7972,42.8287,1636.6560,44573.2547,100.1376,99.9280,0.0455
0.229,7375.9114,3991.2419,296.5750,4622319.2704,267235.7544,26.7993,42.8350,1652.9236,44830.7721,100.5775,100.3627,0.0454
0.23,7382.0856,4034.6896,296.5593,4641282.2796,269514.3533,26.8008,42.8390,1669.2435,45087.6587,101.0175,100.7975,0.0453
0.231,7388.0480,4078.3524,296.5437,4660234.7494,271802.0795,26.8017,42.8406,1685.6149,45343.9032,101.4576,101.2322,0.0452
0.232,7393.7998,4122.2292,296.5281,4679176.6798,274098.9257,26.8020,42.8397,1702.0372,45599.4946,101.8977,101.6670,0.0451
0.233,7399.3421,4166.3190,296.5125,4698108.0712,276404.8847,26.8016,42.8363,1718.5096,45854.4222,102.3379,102.1017,0.0450
0.234,7404.6759,4210.6205,296.4969,4717028.9235,278719.9494,26.8006,42.8305,1735.0315,46108.6750,102.7782,102.5364,0.0449
0.23500000000000001,7409.8025,4255.1328,296.4812,4735939.2371,281044.1124,26.7991,42.8224,1751.6022,46362.2425,103.2186,102.9711,0.0448
0.23600000000000002,7414.7230,4299.8547,296.4656,4754839.0119,283377.3666,26.7970,42.8122,1768.2210,46615.1142,103.6591,103.4058,0.0447
0.23700000000000002,7419.4386,4344.7851,296.4500,4773728.2483,285719.7047,26.7944,42.8002,1784.8873,46867.2797,104.0997,103.8405,0.0446
0.23800000000000002,7423.9503,4389.9228,296.4344,4792606.9462,288071.1195,26.7915,42.7866,1801.6002,47118.7287,104.5403,104.2752,0.0445
0.23900000000000002,7428.2595,4435.2668,296.4187,4811475.1059,290431.6037,26.7882,42.7720,1818.3592,47369.4511,104.9810,104.7099,0.0444
0.24,7432.3672,4480.8158,296.4031,4830332.7274,292801.1501,26.7848,42.7566,1835.1635,47619.4369,105.4218,105.1446,0.0444
0.241,7436.2748,4526.5688,296.3875,4849179.8110,295179.7514,26.7813,42.7411,1852.0125,47868.6761,105.8627,105.5792,0.0443
0.242,7439.9833,4572.5244,296.3718,4868016.3566,297567.4003,26.7779,42.7259,1868.9055,48117.1590,106.3037,106.0139,0.0442
0.243,7443.4940,4618.6817,296.3562,4886842.3644,299964.0897,26.7748,42.7118,1885.8418,48364.8759,106.7448,106.4486,0.0441
0.244,7446.8082,4665.0393,296.3406,4905657.8346,302369.8122,26.7720,42.6993,1902.8207,48611.8174,107.1859,106.8832,0.0440
0.245,7449.9270,4711.5961,296.3249,4924462.7672,304784.5606,26.7699,42.6893,1919.8415,48857.9740,107.6272,107.3179,0.0439
0.246,7452.8518,4758.3508,296.3093,4943257.1623,307208.3275,26.7686,42.6826,1936.9036,49103.3365,108.0685,107.7526,0.0438
0.247,7455.5837,4805.3024,296.2937,4962041.0200,309641.1058,26.7684,42.6800,1954.0062,49347.8957,108.5100,108.1872,0.0438
0.248,7458.1241,4852.4494,296.2780,4980814.3405,312082.8880,26.7694,42.6826,1971.1488,49591.6425,108.9515,108.6219,0.0437
0.249,7460.4741,4899.7908,296.2624,4999577.1237,314533.6670,26.7719,42.6909,1988.3305,49834.5682,109.3932,109.0566,0.0436
0.25,7462.6350,4947.3253,296.2467,5018329.3695,316993.4354,26.7752,42.7024,2005.5508,50076.6639,109.8349,109.4912,0.0435
0.251,7464.6081,4995.0517,296.2311,5037071.0779,319462.1859,26.7791,42.7160,2022.8090,50317.9210,110.2767,109.9259,0.0435
0.252,7466.3946,5042.9688,296.2154,5055802.2486,321939.9113,26.7833,42.7307,2040.1045,50558.3310,110.7186,110.3605,0.0434
0.253,7467.9959,5091.0752,296.1998,5074522.8817,324426.6042,26.7876,42.7460,2057.4366,50797.8855,111.1607,110.7952,0.0433
0.254,7469.4131,5139.3699,296.1841,5093232.9771,326922.2572,26.7920,42.7611,2074.8045,51036.5763,111.6028,111.2299,0.0432
0.255,7470.6477,5187.8515,296.1684,5111932.5347,329426.8632,26.7962,42.7756,2092.2077,51274.3951,112.0450,111.6646,0.0432
0.256,7471.7008,5236.5188,296.1528,5130621.5545,331940.4147,26.8001,42.7890,2109.6455,51511.3340,112.4873,112.0992,0.0431
0.257,7472.5737,5285.3704,296.1371,5149300.0363,334462.9045,26.8036,42.8008,2127.1172,51747.3850,112.9298,112.5339,0.0430
0.258,7473.2679,5334.4053,296.1215,5167967.9800,336994.3252,26.8067,42.8108,2144.6223,51982.5404,113.3723,112.9686,0.0430
0.259,7473.7845,5383.6220,296.1058,5186625.3858,339534.6695,26.8092,42.8185,2162.1600,52216.7925,113.8150,113.4033,0.0429
0.26,7474.1249,5433.0193,296.0901,5205272.2534,342083.9300,26.8111,42.8239,2179.7297,52450.1338,114.2577,113.8380,0.0429
0.261,7474.2904,5482.5959,296.0745,5223908.5828,344642.0993,26.8124,42.8267,2197.3308,52682.5570,114.7006,114.2727,0.0428
0.262,7474.2822,5532.3506,296.0588,5242534.3739,347209.1703,26.8130,42.8268,2214.9627,52914.0547,115.1436,114.7074,0.0427
0.263,7474.1018,5582.2820,296.0431,5261149.6268,349785.1354,26.8129,42.8243,2232.6247,53144.6199,115.5866,115.1422,0.0427
0.264,7473.7504,5632.3890,296.0275,5279754.3413,352369.9873,26.8121,42.8192,2250.3162,53374.2455,116.0298,115.5769,0.0426
0.265,7473.2294,5682.6701,296.0118,5298348.5174,354963.7188,26.8107,42.8116,2268.0366,53602.9246,116.4732,116.0117,0.0426
0.266,7472.5401,5733.1241,295.9961,5316932.1550,357566.3223,26.8087,42.8016,2285.7853,53830.6504,116.9166,116.4464,0.0425
0.267,7471.6838,5783.7497,295.9804,5335505.2541,360177.7906,26.8062,42.7896,2303.5617,54057.4165,117.3601,116.8812,0.0425
0.268,7470.6619,5834.5455,295.9648,5354067.8147,362798.1162,26.8032,42.7758,2321.3651,54283.2162,117.8038,117.3160,0.0424
0.269,7469.4757,5885.5104,295.9491,5372619.8367,365427.2918,26.7998,42.7605,2339.1951,54508.0431,118.2475,117.7507,0.0424
0.27,7468.1265,5936.6428,295.9334,5391161.3201,368065.3101,26.7962,42.7444,2357.0509,54731.8911,118.6914,118.1855,0.0423
0.271,7466.6158,5987.9417,295.9177,5409692.2648,370712.1635,26.7925,42.7278,2374.9321,54954.7539,119.1354,118.6204,0.0423
0.272,7464.9447,6039.4055,295.9020,5428212.6708,373367.8448,26.7887,42.7113,2392.8379,55176.6257,119.5795,119.0552,0.0422
0.273,7463.1148,6091.0331,295.8864,5446722.5380,376032.3464,26.7852,42.6955,2410.7679,55397.5005,120.0238,119.4900,0.0422
0.274,7461.1274,6142.8230,295.8707,5465221.8665,378705.6611,26.7820,42.6813,2428.7215,55617.3726,120.4682,119.9249,0.0421
0.275,7458.9838,6194.7739,295.8550,5483710.6561,381387.7815,26.7794,42.6693,2446.6980,55836.2364,120.9126,120.3598,0.0421
0.276,7456.6854,6246.8845,295.8393,5502188.9070,384078.7000,26.7775,42.6604,2464.6970,56054.0863,121.3573,120.7947,0.0421
0.277,7454.2335,6299.1535,295.8236,5520656.6189,386778.4093,26.7767,42.6555,2482.7178,56270.9171,121.8020,121.2296,0.0420
0.278,7451.6297,6351.5795,295.8079,5539113.7920,389486.9020,26.7771,42.6555,2500.7600,56486.7235,122.2469,121.6645,0.0420
0.279,7448.8751,6404.1611,295.7922,5557560.4262,392204.1707,26.7790,42.6615,2518.8229,56701.5004,122.6919,122.0995,0.0419
0.28,7445.9712,6456.8970,295.7765,5575996.5213,394930.2079,26.7822,42.6726,2536.9060,56915.2427,123.1370,122.5344,0.0419
0.281,7442.9194,6509.7860,295.7608,5594422.0771,397665.0062,26.7860,42.6860,2555.0087,57127.9455,123.5822,122.9694,0.0419
0.28200000000000003,7439.7209,6562.8267,295.7451,5612837.0933,400408.5582,26.7903,42.7010,2573.1307,57339.6040,124.0276,123.4044,0.0418
0.28300000000000003,7436.3772,6616.0177,295.7294,5631241.5698,403160.8564,26.7947,42.7168,2591.2713,57550.2136,124.4731,123.8395,0.0418
0.28400000000000003,7432.8895,6669.3577,295.7137,5649635.5065,405921.8933,26.7993,42.7327,2609.4299,57759.7696,124.9188,124.2745,0.0418
0.28500000000000003,7429.2594,6722.8454,295.6980,5668018.9032,408691.6617,26.8037,42.7481,2627.6062,57968.2677,125.3645,124.7096,0.0417
0.28600000000000003,7425.4881,6776.4794,295.6823,5686391.7597,411470.1539,26.8079,42.7625,2645.7995,58175.7035,125.8104,125.1447,0.0417
0.28700000000000003,7421.5770,6830.2585,295.6666,5704754.0759,414257.3625,26.8118,42.7755,2664.0094,58382.0727,126.2565,125.5798,0.0417
0.28800000000000003,7417.5274,6884.1811,295.6509,5723105.8517,417053.2801,26.8152,42.7867,2682.2354,58587.3714,126.7027,126.0150,0.0417
0.289,7413.3409,6938.2461,295.6352,5741447.0870,419857.8993,26.8180,42.7957,2700.4769,58791.5955,127.1490,126.4501,0.0416
0.29,7409.0186,6992.4521,295.6194,5759777.7817,422671.2125,26.8203,42.8023,2718.7335,58994.7411,127.5954,126.8853,0.0416
0.291,7404.5619,7046.7978,295.6037,5778097.9356,425493.2122,26.8219,42.8063,2737.0047,59196.8046,128.0420,127.3206,0.0416
0.292,7399.9723,7101.2817,295.5880,5796407.5488,428323.8911,26.8228,42.8076,2755.2901,59397.7822,128.4888,127.7558,0.0416
0.293,7395.2511,7155.9027,295.5723,5814706.6210,431163.2415,26.8230,42.8062,2773.5891,59597.6705,128.9356,128.1911,0.0415
0.294,7390.3995,7210.6593,295.5566,5832995.1523,434011.2562,26.8225,42.8020,2791.9014,59796.4661,129.3826,128.6264,0.0415
0.295,7385.4191,7265.5502,295.5409,5851273.1426,436867.9274,26.8213,42.7953,2810.2264,59994.1656,129.8298,129.0617,0.0415
0.296,7380.3112,7320.5741,295.5251,5869540.5918,439733.2479,26.8195,42.7860,2828.5638,60190.7660,130.2771,129.4971,0.0415
0.297,7375.0771,7375.7296,295.5094,5887797.4998,442607.2100,26.8171,42.7746,2846.9131,60386.2642,130.7245,129.9325,0.0415
0.298,7369.7181,7431.0154,295.4937,5906043.8667,445489.8062,26.8143,42.7612,2865.2738,60580.6571,131.1721,130.3679,0.0415
0.299,7364.2356,7486.4303,295.4780,5924279.6923,448381.0292,26.8110,42.7463,2883.6456,60773.9421,131.6199,130.8034,0.0414
0.3,7358.6311,7541.9728,295.4622,5942504.9768,451280.8713,26.8074,42.7302,2902.0280,60966.1164,132.0678,131.2389,0.0414
0.301,7352.9057,7597.6416,295.4465,5960719.7200,454189.3250,26.8037,42.7135,2920.4206,61157.1774,132.5158,131.6744,0.0414
0.302,7347.0610,7653.4353,295.4308,5978923.9220,457106.3829,26.7999,42.6968,2938.8231,61347.1227,132.9640,132.1100,0.0414
0.303,7341.0982,7709.3528,295.4150,5997117.5827,460032.0374,26.7963,42.6807,2957.2350,61535.9499,133.4123,132.5456,0.0414
0.304,7335.0187,7765.3926,295.3993,6015300.7023,462966.2810,26.7930,42.6660,2975.6559,61723.6567,133.8608,132.9812,0.0414
0.305,7328.8238,7821.5534,295.3836,6033473.2806,465909.1062,26.7902,42.6533,2994.0855,61910.2411,134.3095,133.4169,0.0414
0.306,7322.5150,7877.8338,295.3678,6051635.3177,468860.5054,26.7881,42.6437,3012.5234,62095.7010,134.7582,133.8526,0.0414
0.307,7316.0935,7934.2326,295.3521,6069786.8137,471820.4711,26.7871,42.6379,3030.9692,62280.0346,135.2072,134.2884,0.0414
0.308,7309.5607,7990.7485,295.3363,6087927.7687,474788.9957,26.7872,42.6370,3049.4226,62463.2400,135.6563,134.7241,0.0414
0.309,7302.9179,8047.3800,295.3206,6106058.1826,477766.0718,26.7889,42.6420,3067.8832,62645.3157,136.1056,135.1600,0.0414
0.31,7296.1665,8104.1259,295.3049,6124178.0554,480751.6918,26.7920,42.6526,3086.3507,62826.2599,136.5550,135.5958,0.0413
0.311,7289.3078,8160.9849,295.2891,6142287.3869,483745.8481,26.7957,42.6656,3104.8247,63006.0711,137.0045,136.0318,0.0413
0.312,7282.3430,8217.9557,295.2734,6160386.1769,486748.5332,26.7998,42.6801,3123.3050,63184.7477,137.4543,136.4677,0.0413
0.313,7275.2736,8275.0370,295.2576,6178474.4255,489759.7395,26.8042,42.6954,3141.7911,63362.2884,137.9042,136.9037,0.0413
0.314,7268.1008,8332.2275,295.2418,6196552.1326,492779.4595,26.8086,42.7109,3160.2829,63538.6921,138.3542,137.3397,0.0413
0.315,7260.8260,8389.5259,295.2261,6214619.2981,495807.6856,26.8129,42.7259,3178.7798,63713.9574,138.8044,137.7758,0.0413
0.316,7253.4504,8446.9310,295.2103,6232675.9219,498844.4102,26.8170,42.7401,3197.2818,63888.0834,139.2548,138.2119,0.0413
0.317,7245.9754,8504.4414,295.1946,6250722.0042,501889.6258,26.8208,42.7528,3215.7884,64061.0692,139.7054,138.6481,0.0413
0.318,7238.4022,8562.0559,295.1788,6268757.5449,504943.3248,26.8241,42.7637,3234.2993,64232.9138,140.1561,139.0843,0.0413
0.319,7230.7321,8619.7731,295.1630,6286782.5440,508005.4997,26.8269,42.7726,3252.8144,64403.6165,140.6070,139.5206,0.0413
0.32,7222.9665,8677.5919,295.1473,6304797.0015,511076.1428,26.8291,42.7792,3271.3333,64573.1765,141.0580,139.9569,0.0413
0.321,7215.1067,8735.5109,295.1315,6322800.9175,514155.2465,26.8307,42.7832,3289.8558,64741.5935,141.5092,140.3932,0.0414
0.322,7207.1538,8793.5289,295.1158,6340794.2920,517242.8033,26.8317,42.7846,3308.3815,64908.8667,141.9606,140.8296,0.0414
0.323,7199.1092,8851.6447,295.1000,6358777.1252,520338.8057,26.8319,42.7834,3326.9104,65074.9960,142.4121,141.2661,0.0414
0.324,7190.9742,8909.8568,295.0842,6376749.4170,523443.2459,26.8315,42.7796,3345.4421,65239.9809,142.8638,141.7026,0.0414
0.325,7182.7500,8968.1642,295.0684,6394711.1676,526556.1164,26.8304,42.7732,3363.9764,65403.8213,143.3157,142.1392,0.0414
0.326,7174.4380,9026.5656,295.0527,6412662.3771,529677.4096,26.8288,42.7644,3382.5130,65566.5171,143.7678,142.5758,0.0414
0.327,7166.0393,9085.0597,295.0369,6430603.0457,532807.1180,26.8266,42.7536,3401.0519,65728.0683,144.2200,143.0124,0.0414
0.328,7157.5552,9143.6452,295.0211,6448533.1734,535945.2338,26.8239,42.7408,3419.5927,65888.4750,144.6724,143.4491,0.0414
0.329,7148.9870,9202.3210,295.0054,6466452.7604,539091.7495,26.8208,42.7266,3438.1352,66047.7373,145.1250,143.8859,0.0414
0.33,7140.3359,9261.0858,294.9896,6484361.8069,542246.6575,26.8174,42.7114,3456.6794,66205.8556,145.5778,144.3227,0.0414
0.331,7131.6032,9319.9383,294.9738,6502260.3131,545409.9501,26.8139,42.6956,3475.2249,66362.8303,146.0307,144.7596,0.0414
0.332,7122.7901,9378.8774,294.9580,6520148.2791,548581.6198,26.8104,42.6798,3493.7717,66518.6618,146.4838,145.1966,0.0415
0.333,7113.8979,9437.9019,294.9422,6538025.7052,551761.6589,26.8071,42.6647,3512.3196,66673.3506,146.9371,145.6336,0.0415
0.334,7104.9277,9497.0104,294.9265,6555892.5915,554950.0598,26.8040,42.6510,3530.8684,66826.8975,147.3906,146.0706,0.0415
0.335,7095.8808,9556.2018,294.9107,6573748.9383,558146.8149,26.8015,42.6394,3549.4179,66979.3033,147.8443,146.5077,0.0415
0.336,7086.7585,9615.4749,294.8949,6591594.7459,561351.9165,26.7998,42.6308,3567.9681,67130.5687,148.2981,146.9449,0.0415
0.337,7077.5620,9674.8285,294.8791,6609430.0145,564565.3570,26.7990,42.6260,3586.5188,67280.6947,148.7521,147.3821,0.0415
0.338,7068.2924,9734.2614,294.8633,6627254.7443,567787.1288,26.7994,42.6261,3605.0699,67429.6825,149.2063,147.8194,0.0416
0.339,7058.9510,9793.7723,294.8475,6645068.9358,571017.2242,26.8013,42.6321,3623.6212,67577.5331,149.6607,148.2568,0.0416
0.34,7049.5390,9853.3602,294.8317,6662872.5889,574255.6355,26.8044,42.6427,3642.1727,67724.2476,150.1153,148.6942,0.0416
0.341,7040.0576,9913.0238,294.8159,6680665.7037,577502.3552,26.8080,42.6553,3660.7242,67869.8270,150.5700,149.1317,0.0416
0.342,7030.5078,9972.7620,294.8001,6698448.2804,580757.3756,26.8120,42.6692,3679.2758,68014.2726,151.0250,149.5692,0.0416
0.343,7020.8910,10032.5736,294.7843,6716220.3192,584020.6891,26.8161,42.6838,3697.8272,68157.5857,151.4801,150.0068,0.0417
0.34400000000000003,7011.2082,10092.4575,294.7685,6733981.8203,587292.2879,26.8203,42.6983,3716.3783,68299.7677,151.9354,150.4445,0.0417
0.34500000000000003,7001.4607,10152.4125,294.7527,6751732.7839,590572.1644,26.8244,42.7124,3734.9292,68440.8200,152.3909,150.8822,0.0417
0.34600000000000003,6991.6495,10212.4374,294.7369,6769473.2102,593860.3111,26.8282,42.7254,3753.4797,68580.7441,152.8466,151.3200,0.0417
0.34700000000000003,6981.7759,10272.5312,294.7211,6787203.0996,597156.7201,26.8317,42.7371,3772.0299,68719.5417,153.3025,151.7579,0.0417
0.34800000000000003,6971.8410,10332.6928,294.7053,6804922.4523,600461.3839,26.8348,42.7470,3790.5795,68857.2144,153.7586,152.1959,0.0418
0.34900000000000003,6961.8458,10392.9209,294.6895,6822631.2686,603774.2947,26.8373,42.7549,3809.1287,68993.7640,154.2149,152.6339,0.0418
0.35000000000000003,6951.7916,10453.2144,294.6737,6840329.5489,607095.4450,26.8393,42.7605,3827.6773,69129.1922,154.6713,153.0720,0.0418
0.35100000000000003,6941.6795,10513.5723,294.6578,6858017.2933,610424.8270,26.8407,42.7638,3846.2253,69263.5010,155.1280,153.5101,0.0418
0.352,6931.5106,10573.9935,294.6420,6875694.5024,613762.4331,26.8414,42.7645,3864.7728,69396.6923,155.5849,153.9484,0.0419
0.353,6921.2859,10634.4768,294.6262,6893361.1764,617108.2555,26.8415,42.7628,3883.3197,69528.7681,156.0419,154.3867,0.0419
0.354,6911.0067,10695.0212,294.6104,6911017.3158,620462.2867,26.8410,42.7586,3901.8659,69659.7305,156.4992,154.8251,0.0419
0.355,6900.6740,10755.6255,294.5946,6928662.9210,623824.5189,26.8399,42.7520,3920.4117,69789.5817,156.9566,155.2635,0.0420
0.356,6890.2888,10816.2887,294.5788,6946297.9923,627194.9444,26.8382,42.7432,3938.9568,69918.3239,157.4143,155.7020,0.0420
0.357,6879.8523,10877.0097,294.5629,6963922.5301,630573.5556,26.8360,42.7324,3957.5014,70045.9594,157.8721,156.1406,0.0420
0.358,6869.3656,10937.7875,294.5471,6981536.5351,633960.3448,26.8334,42.7200,3976.0455,70172.4906,158.3302,156.5793,0.0420
0.359,6858.8297,10998.6209,294.5313,6999140.0076,637355.3043,26.8304,42.7062,3994.5892,70297.9200,158.7885,157.0181,0.0421
0.36,6848.2457,11059.5090,294.5155,7016732.9480,640758.4263,26.8272,42.6916,4013.1324,70422.2500,159.2469,157.4569,0.0421
0.361,6837.6147,11120.4506,294.4996,7034315.3570,644169.7032,26.8239,42.6765,4031.6753,70545.4833,159.7056,157.8959,0.0421
0.362,6826.9377,11181.4448,294.4838,7051887.2350,647589.1274,26.8206,42.6616,4050.2179,70667.6225,160.1645,158.3349,0.0422
0.363,6816.2157,11242.4904,294.4680,7069448.5826,651016.6910,26.8175,42.6475,4068.7602,70788.6703,160.6235,158.7739,0.0422
0.364,6805.4498,11303.5865,294.4521,7086999.4003,654452.3863,26.8148,42.6348,4087.3025,70908.6296,161.0828,159.2131,0.0422
0.365,6794.6411,11364.7320,294.4363,7104539.6886,657896.2058,26.8126,42.6244,4105.8447,71027.5032,161.5423,159.6524,0.0423
0.366,6783.7906,11425.9259,294.4205,7122069.4483,661348.1417,26.8111,42.6169,4124.3870,71145.2941,162.0020,160.0917,0.0423
0.367,6772.8992,11487.1672,294.4046,7139588.6798,664808.1862,26.8106,42.6133,4142.9294,71262.0053,162.4619,160.5311,0.0423
0.368,6761.9680,11548.4548,294.3888,7157097.3839,668276.3316,26.8114,42.6145,4161.4722,71377.6399,162.9221,160.9706,0.0424
0.369,6750.9981,11609.7879,294.3729,7174595.5611,671752.5703,26.8135,42.6215,4180.0153,71492.2010,163.3824,161.4102,0.0424
0.37,6739.9903,11671.1654,294.3571,7192083.2118,675236.8945,26.8166,42.6321,4198.5590,71605.6916,163.8429,161.8499,0.0425
0.371,6728.9458,11732.5862,294.3412,7209560.3366,678729.2965,26.8202,42.6446,4217.1034,71718.1146,164.3037,162.2896,0.0425
0.372,6717.8654,11794.0496,294.3254,7227026.9359,682229.7686,26.8241,42.6583,4235.6486,71829.4732,164.7647,162.7295,0.0425
0.373,6706.7501,11855.5545,294.3095,7244483.0104,685738.3030,26.8282,42.6725,4254.1947,71939.7705,165.2259,163.1694,0.0426
0.374,6695.6008,11917.0999,294.2937,7261928.5606,689254.8922,26.8323,42.6867,4272.7418,72049.0098,165.6873,163.6095,0.0426
